价格,面积,编号,户型,楼层,位置1,位置2,小区,地铁
2550,10,143312-C,4室1卫,2/6层,朝阳区,星火,姚家园西里5号院,"地铁：距3号线,20号线星火站600米"
4440,61,145004-A,2室1卫,4/6层,大兴区,枣园,滨河西里,地铁：距4号线大兴线枣园站650米
6640,40,150694-A,1室1卫,3/6层,西城区,积水潭,德胜里一区,"地铁：距2号线,19号线积水潭站1050米"
1720,14,151504-B,3室1卫,2/6层,大兴区,黄村火车站,观音寺南里,地铁：距4号线大兴线黄村火车站站1500米
1690,11,151882-A,3室1卫,4/6层,昌平区,昌平,南环里,地铁：距昌平线昌平站850米
2830,17,151544-A,3室1卫,2/6层,大兴区,荣京东街,上海沙龙,地铁：距亦庄线荣京东街站1350米
1920,16,152481-C,3室1卫,4/6层,大兴区,黄村火车站,海子角南里,地铁：距4号线大兴线黄村火车站站1200米
3490,13,153712-A,2室1卫,14/20层,海淀区,育新,育新花园,地铁：距8号线育新站400米
3800,16,156779-B,2室1卫,3/6层,朝阳区,柳芳,和平街十四区,地铁：距13号线柳芳站450米
2640,11,151368-B,2室1卫,4/6层,通州区,物资学院路,新建村二期,地铁：距6号线物资学院路站550米
3090,13,14500-A,2室1卫,11/26层,丰台区,西铁营,亚林西居住区,地铁：距14号线东段西铁营站450米
2140,10,1712-C,3室1卫,7/18层,朝阳区,管庄,管庄新村,地铁：距八通线管庄站600米
,,,,,,,,
,,,,,,,,
2710,9,17984-A,4室1卫,6/11层,海淀区,清河,上林溪,地铁：距13号线上地站1600米
4010,19,17984-C,4室1卫,6/11层,海淀区,清河,上林溪,地铁：距13号线上地站1600米
2970,10,17984-D,4室1卫,6/11层,海淀区,清河,上林溪,地铁：距13号线上地站1600米
3030,14,19706-A,2室1卫,20/24层,朝阳区,青年路,富华家园,地铁：距6号线青年路站950米
2380,11,19980-B,4室1卫,1/6层,昌平区,龙泽,北京人家,地铁：距13号线龙泽站1500米
2570,10,19927-A,2室1卫,5/5层,东城区,广渠门外,广和东里,"地铁：距7号线,17号线广渠门外站500米"
2360,9,19019-B,3室1卫,14/21层,丰台区,樊羊路,花香东苑,地铁：距房山线樊羊路站450米
1430,8,21862-C,3室1卫,11/22层,房山区,良乡大学城,首创紫悦台,地铁：距房山线良乡大学城站550米
1760,10,21238-A,4室1卫,1/5层,通州区,次渠南,敬园小区,地铁：距亦庄线次渠南站850米
2660,16,23380-C,3室1卫,4/6层,朝阳区,草房,连心园东区,地铁：距6号线草房站500米
1850,12,23762-A,3室1卫,4/6层,通州区,通州北关,刘庄新村,地铁：距6号线通州北关站2700米
2250,10,24648-B,3室1卫,8/16层,顺义区,花梨坎,枫泉花园,地铁：距15号线花梨坎站700米
2010,10,24111-A,4室1卫,5/27层,通州区,九棵树,玉兰湾,地铁：距八通线梨园站900米
2470,11,25020-C,4室1卫,2/4层,昌平区,回龙观,南店新村,地铁：距8号线育新站1100米
2060,12,25911-C,4室1卫,12/16层,房山区,篱笆房,天资华府,地铁：距房山线篱笆房站1950米
2520,14,27229-C,3室1卫,18/28层,朝阳区,小红门,鸿博家园二期F区,地铁：距亦庄线小红门站550米
2240,10,2769-C,3室1卫,4/27层,通州区,物资学院路,新建村小区,地铁：距6号线物资学院路站550米
,,,,,,,,
1890,11,28820-B,4室1卫,4/6层,昌平区,沙河高教园,北街家园六区,地铁：距昌平线沙河高教园站1900米
1090,10,26499-A,4室1卫,3/6层,房山区,星城,星城北里,地铁：距燕房线星城站200米
2730,16,2465-B,3室1卫,12/18层,朝阳区,星火,姚家园东里7号院,"地铁：距3号线,20号线星火站800米"
3010,15,3090-A,3室1卫,4/6层,朝阳区,传媒大学,电建南院,地铁：距八通线传媒大学站500米
2580,13,32805-A,3室1卫,26/27层,朝阳区,小红门,鸿博家园二期C区,地铁：距亦庄线小红门站550米
2530,13,3170-A,4室1卫,5/6层,朝阳区,双桥,双惠苑,地铁：距八通线双桥站500米
2260,8,3222-B,3室1卫,24/29层,朝阳区,草房,保利嘉园1号院,地铁：距6号线草房站950米
2260,12,33601-A,3室1卫,5/6层,丰台区,丰台东大街,东安街头条,地铁：距9号线丰台东大街站1400米
3280,11,36038-A,2室1卫,4/16层,海淀区,廖公庄,金隅瑞和园,地铁：距6号线廖公庄站1400米
2530,11,35930-B,3室1卫,5/15层,海淀区,永丰,友谊嘉园三期,地铁：距16号线永丰站2150米
1880,9,37619-A,3室1卫,3/6层,通州区,果园,北机家属院,地铁：距八通线果园站900米
4450,24,35122-A,4室1卫,24/24层,海淀区,西二旗,智学苑,"地铁：距13号线,昌平线西二旗站450米"
3220,12,35122-D,4室1卫,24/24层,海淀区,西二旗,智学苑,"地铁：距13号线,昌平线西二旗站450米"
,,,,,,,,
5130,50,42619-A,1室1卫,27/28层,朝阳区,北岗子,将府锦苑,地铁：距14号线东段将台站3550米
2400,12,43885-A,3室1卫,6/6层,朝阳区,草房,连心园东区,地铁：距6号线草房站500米
3230,20,4123-C,3室1卫,7/28层,朝阳区,双桥,水岸双桥,地铁：距八通线双桥站250米
1960,10,4247-B,3室1卫,2/18层,朝阳区,管庄,管庄新村,地铁：距八通线管庄站600米
1960,9,46470-A,3室1卫,2/6层,丰台区,和义,久敬佳园二区,地铁：距8号线南段和义站850米
2450,19,32620-B,2室1卫,2/6层,丰台区,火箭万源,东高地,地铁：距8号线南段火箭万源站800米
,,,,,,,,
4440,19,46820-A,5室1卫,13/23层,朝阳区,高家园,宏源公寓,地铁：距12号线高家园站500米
3440,19,4446-C,3室1卫,1/6层,朝阳区,安立路,慧忠里,地铁：距15号线安立路站700米
2530,12,4561-C,3室1卫,6/6层,昌平区,霍营,龙跃苑四区,"地铁：距8号线,13号线霍营站900米"
,,,,,,,,
3030,12,4649-C,3室1卫,20/28层,海淀区,西二旗,回龙观新村西区,"地铁：距13号线,昌平线西二旗站1050米"
3120,12,34289-B,3室1卫,2/28层,昌平区,龙泽,回龙观新村东区,"地铁：距13号线,昌平线西二旗站1250米"
1010,5,52771-A,2室1卫,6/13层,房山区,苏庄,佳世苑小区,地铁：距房山线苏庄站650米
3280,10,51878-A,4室1卫,16/28层,朝阳区,望京,望京西园一区,"地铁：距14号线东段,15号线望京站850米"
2480,10,5126-C,3室1卫,9/18层,朝阳区,星火,姚家园东里7号院,"地铁：距3号线,20号线星火站800米"
1690,10,55617-A,4室1卫,3/9层,昌平区,沙河高教园,北街家园一区,地铁：距昌平线沙河高教园站1200米
1980,13,55617-C,4室1卫,3/9层,昌平区,沙河高教园,北街家园一区,地铁：距昌平线沙河高教园站1200米
2020,14,55617-D,4室1卫,3/9层,昌平区,沙河高教园,北街家园一区,地铁：距昌平线沙河高教园站1200米
,,,,,,,,
2830,19,48901-A,3室1卫,20/21层,石景山区,金安桥,金顶阳光,"地铁：距1号线,6号线苹果园站1050米"
,,,,,,,,
2880,10,59240-B,3室1卫,2/6层,朝阳区,劲松,劲松一区,地铁：距10号线劲松站300米
2960,14,59272-A,2室1卫,9/19层,丰台区,草桥,玉安园,"地铁：距10号线,大兴机场线草桥站800米"
1770,8,60869-A,4室1卫,4/6层,顺义区,花梨坎,三山新新家园,地铁：距15号线花梨坎站2100米
,,,,,,,,
,,,,,,,,
2460,12,52349-C,3室1卫,1/10层,顺义区,花梨坎,吉祥花园,地铁：距15号线花梨坎站450米
3960,14,7060-C,3室1卫,3/22层,朝阳区,望京,望京西园三区,"地铁：距14号线东段,15号线望京站600米"
2460,7,71353-C,3室1卫,9/18层,朝阳区,劲松,劲松南路,地铁：距10号线劲松站350米
1900,14,70720-A,3室1卫,2/11层,大兴区,高米店南,康盛园,地铁：距4号线大兴线高米店南站1450米
2990,10,7121-C,4室1卫,7/28层,朝阳区,双井,首城国际,"地铁：距7号线,10号线双井站750米"
3630,16,70755-C,3室1卫,4/6层,朝阳区,双井,黄木厂6号院,"地铁：距7号线,10号线双井站550米"
3230,16,73992-A,2室1卫,11/12层,丰台区,刘家窑,南三环东路,地铁：距5号线刘家窑站150米
,,,,,,,,
1830,12,71675-B,4室1卫,3/5层,通州区,同济南路,神龙辛屯小区,地铁：距亦庄线同济南路站1650米
3430,9,79259-A,2室1卫,4/16层,朝阳区,三元桥,三源里北小街,"地铁：距10号线,12号线,机场线三元桥站550米"
3250,14,9858-B,3室1卫,20/26层,朝阳区,百子湾,金都杭城东区,地铁：距7号线百子湾站850米
3210,13,115794-B,2室1卫,1/6层,海淀区,上地,毛纺厂北小区,地铁：距13号线上地站1450米
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
2270,12,118316-A,4室1卫,11/15层,大兴区,高米店南,新里西斯莱公馆,地铁：距4号线大兴线高米店南站500米
3420,25,118316-C,4室1卫,11/15层,大兴区,高米店南,新里西斯莱公馆,地铁：距4号线大兴线高米店南站500米
2580,19,122384-C,3室1卫,1/6层,通州区,万盛东,阿尔法社区,地铁：距7号线万盛东站1300米
2440,28,122765-C,4室1卫,4/21层,通州区,土桥,华远铭悦,地铁：距八通线土桥站950米
3040,11,1033-B,3室1卫,28/28层,朝阳区,东风北桥,梵谷水郡,"地铁：距14号线东段,平谷线东风北桥站1800米"
3860,18,123618-A,2室1卫,11/18层,朝阳区,枣营,枣营北里,地铁：距14号线东段枣营站250米
2110,19,125954-A,3室1卫,5/6层,大兴区,清源路,富强东里,地铁：距4号线大兴线清源路站850米
2170,14,125446-B,3室1卫,10/16层,昌平区,沙河,兆丰家园,地铁：距昌平线沙河站600米
,,,,,,,,
2070,10,128241-B,3室1卫,1/18层,大兴区,枣园,枣园尚城,地铁：距4号线大兴线枣园站450米
2700,8,129679-D,4室1卫,9/25层,海淀区,西二旗,回龙观新村西区,"地铁：距13号线,昌平线西二旗站1050米"
,,,,,,,,
,,,,,,,,
,,,,,,,,
1850,10,137267-C,3室1卫,8/12层,通州区,梨园,新城阳光,地铁：距八通线梨园站450米
5230,67,12139-A,2室1卫,17/29层,朝阳区,草房,首开畅心园,地铁：距6号线草房站500米
,,,,,,,,
,,,,,,,,
2020,15,143049-B,3室1卫,2/6层,昌平区,沙河,于辛家园,地铁：距昌平线沙河站750米
,,,,,,,,
,,,,,,,,
2670,15,136108-B,3室1卫,13/20层,海淀区,玉泉路,长安新城一区,地铁：距1号线玉泉路站2250米
2990,20,12797-C,4室1卫,1/32层,昌平区,天通苑,天通苑西三区,地铁：距5号线天通苑站350米
2220,19,150886-B,3室1卫,4/6层,通州区,梨园,玉桥南里,地铁：距八通线梨园站1350米
3490,25,148848-B,2室1卫,9/10层,大兴区,高米店南,兴涛社区,地铁：距4号线大兴线高米店南站600米
1440,10,152507-A,3室1卫,1/10层,房山区,良乡大学城西,紫汇家园,地铁：距房山线良乡大学城西站550米
,,,,,,,,
1860,12,158903-B,3室1卫,3/6层,通州区,梨园,葛布店东里,地铁：距八通线梨园站700米
3100,13,14506-A,2室1卫,1/26层,丰台区,西铁营,亚林西居住区,地铁：距14号线东段西铁营站450米
3080,9,14506-B,2室1卫,1/26层,丰台区,西铁营,亚林西居住区,地铁：距14号线东段西铁营站450米
2270,10,1486-C,4室1卫,3/6层,昌平区,天通苑南,天通苑东一区,地铁：距5号线天通苑南站1650米
3520,13,15278-B,3室1卫,1/28层,朝阳区,双井,首城国际,"地铁：距7号线,10号线双井站750米"
3150,11,1562-B,3室1卫,23/28层,海淀区,西二旗,回龙观新村西区,"地铁：距13号线,昌平线西二旗站1050米"
1700,8,16553-A,3室1卫,2/6层,顺义区,顺义,义宾北区,地铁：距15号线顺义站750米
2530,15,18972-A,3室1卫,10/15层,朝阳区,北岗子,恒大江湾,"地铁：距12号线,平谷线北岗子站800米"
2370,12,18972-B,3室1卫,10/15层,朝阳区,北岗子,恒大江湾,"地铁：距12号线,平谷线北岗子站800米"
2060,9,18756-A,3室1卫,10/16层,顺义区,花梨坎,枫泉花园,地铁：距15号线花梨坎站700米
,,,,,,,,
3940,18,19733-A,2室1卫,5/6层,朝阳区,健德门,裕中西里,地铁：距10号线健德门站550米
3100,15,2137-A,3室1卫,8/26层,朝阳区,常营,万象新天三区,地铁：距6号线常营站250米
3300,16,21833-B,4室1卫,4/6层,海淀区,上地,财大家属院,地铁：距13号线上地站300米
1730,10,24579-A,4室1卫,5/6层,通州区,九棵树,翠屏南里,地铁：距八通线果园站1100米
2500,16,25009-B,3室1卫,4/6层,朝阳区,常营,连心园西区,地铁：距6号线常营站800米
2790,17,25009-C,3室1卫,4/6层,朝阳区,常营,连心园西区,地铁：距6号线常营站800米
1680,18,24806-B,4室1卫,3/5层,房山区,阎村,绿城百合公寓栖霞苑,地铁：距燕房线阎村站950米
,,,,,,,,
,,,,,,,,
2390,12,27156-E,5室1卫,2/6层,昌平区,龙泽,北京人家,地铁：距13号线龙泽站1500米
,,,,,,,,
3260,11,26413-B,3室1卫,13/28层,海淀区,西二旗,回龙观新村中区,"地铁：距13号线,昌平线西二旗站1100米"
2750,8,26413-C,3室1卫,13/28层,海淀区,西二旗,回龙观新村中区,"地铁：距13号线,昌平线西二旗站1100米"
2060,21,26055-A,4室1卫,14/21层,房山区,篱笆房,天资华府,地铁：距房山线篱笆房站1950米
2310,9,2992-B,3室1卫,9/17层,昌平区,天通苑南,天通苑东一区,地铁：距5号线天通苑南站1650米
2030,12,32049-B,4室1卫,1/12层,大兴区,荣昌东街,泰河园一里一区,地铁：距亦庄线荣昌东街站2200米
1960,8,3071-C,3室1卫,2/28层,朝阳区,垡头,垡头翠城馨园南区,地铁：距7号线垡头站850米
2400,13,35212-A,4室1卫,4/6层,通州区,通州北苑,华兴园,地铁：距八通线通州北苑站450米
2350,10,3308-A,3室1卫,4/6层,昌平区,天通苑东,天通苑东三区,地铁：距5号线天通苑南站2250米
1780,12,35928-B,3室1卫,4/6层,通州区,梨园,艺苑西街7号院,地铁：距八通线梨园站1100米
1790,12,35928-C,3室1卫,4/6层,通州区,梨园,艺苑西街7号院,地铁：距八通线梨园站1100米
1900,12,36222-C,4室1卫,14/17层,昌平区,沙河高教园,北街家园五区,地铁：距昌平线沙河高教园站950米
3280,21,35348-D,4室1卫,8/15层,海淀区,永丰,友谊嘉园三期,地铁：距16号线永丰站2150米
,,,,,,,,
2370,9,3664-D,4室1卫,1/6层,昌平区,龙泽,龙兴园中区,"地铁：距13号线,昌平线西二旗站1600米"
,,,,,,,,
,,,,,,,,
,,,,,,,,
2730,14,40969-B,4室1卫,12/18层,朝阳区,传媒大学,定福庄西街,地铁：距八通线传媒大学站350米
3030,12,4649-B,3室1卫,20/28层,海淀区,西二旗,回龙观新村西区,"地铁：距13号线,昌平线西二旗站1050米"
2680,14,466-B,3室1卫,7/12层,丰台区,刘家窑,南三环东路甲8号,地铁：距5号线刘家窑站300米
2340,15,52146-B,4室1卫,1/7层,通州区,通州北苑,旅游新村,地铁：距八通线通州北苑站400米
1840,13,54221-C,3室1卫,10/11层,通州区,万盛东,小稿村,地铁：距7号线万盛东站1200米
,,,,,,,,
,,,,,,,,
,,,,,,,,
2090,6,58708-C,4室1卫,1/15层,丰台区,草桥,草桥欣园四区,"地铁：距10号线,大兴机场线草桥站200米"
2020,10,58796-A,4室1卫,4/9层,朝阳区,管庄,远洋一方润园,地铁：距八通线管庄站950米
2220,10,60893-C,3室1卫,3/6层,朝阳区,黄渠,常营民族家园CDF区,地铁：距6号线黄渠站750米
,,,,,,,,
,,,,,,,,
,,,,,,,,
1960,15,64211-B,3室1卫,4/6层,丰台区,火箭万源,清和园,地铁：距8号线南段火箭万源站1450米
2650,17,6843-B,5室1卫,6/6层,朝阳区,黄渠,常营民族家园CDF区,地铁：距6号线黄渠站750米
1600,8,69565-D,4室1卫,3/6层,通州区,万盛东,阿尔法社区,地铁：距7号线万盛东站1300米
2730,18,73752-C,3室1卫,12/14层,丰台区,木樨园,东木樨园小区,地铁：距8号线南段木樨园站550米
4650,25,74171-A,1室1卫,3/17层,西城区,达官营,荣丰2008,"地铁：距7号线,16号线达官营站450米"
2630,13,77089-B,3室1卫,12/20层,丰台区,纪家庙,青秀城,地铁：距10号线纪家庙站1100米
2380,10,77089-C,3室1卫,12/20层,丰台区,纪家庙,青秀城,地铁：距10号线纪家庙站1100米
3160,9,807-D,4室1卫,14/16层,朝阳区,朝阳门,朝内小区,"地铁：距2号线,6号线朝阳门站300米"
2140,9,80816-C,3室1卫,15/18层,朝阳区,管庄,远洋一方润园3号院,地铁：距八通线管庄站900米
,,,,,,,,
,,,,,,,,
2990,19,10176-A,3室1卫,8/20层,西城区,达官营,嘉莲苑,"地铁：距7号线,16号线达官营站1600米"
2300,9,995-B,2室1卫,3/6层,丰台区,石榴庄,石榴庄西街,地铁：距10号线石榴庄站300米
3140,10,117050-B,3室1卫,2/21层,西城区,湾子,丽水莲花,地铁：距7号线湾子站150米
1620,11,118331-C,4室1卫,2/6层,丰台区,张郭庄,福生园,地铁：距14号线西段张郭庄站700米
1820,17,119307-C,3室1卫,5/6层,通州区,通州北关,西潞苑小区,地铁：距6号线通州北关站1950米
2740,11,10847-A,3室1卫,4/12层,丰台区,方庄,芳星园三区,地铁：距14号线东段方庄站650米
1800,15,122800-C,3室1卫,4/6层,顺义区,顺义,双兴南区,地铁：距15号线顺义站1000米
3160,16,125611-A,3室1卫,4/6层,朝阳区,东风北桥,驼房营南里,"地铁：距14号线东段,平谷线东风北桥站1450米"
1890,12,10903-A,5室1卫,3/20层,通州区,物资学院路,悦澜水岸家园,地铁：距6号线物资学院路站2350米
4000,18,125499-A,2室1卫,3/6层,朝阳区,国贸,南郎家园,"地铁：距1号线,10号线国贸站500米"
3140,18,125699-B,2室1卫,14/14层,丰台区,角门东,海户西里,地铁：距10号线角门东站750米
2810,14,128791-A,4室1卫,9/12层,丰台区,草桥,草桥欣园四区,"地铁：距10号线,大兴机场线草桥站200米"
2570,10,128791-B,4室1卫,9/12层,丰台区,草桥,草桥欣园四区,"地铁：距10号线,大兴机场线草桥站200米"
2690,14,11317-A,4室1卫,5/6层,昌平区,龙泽,金达园,地铁：距13号线龙泽站1250米
2570,11,129109-A,4室1卫,11/22层,丰台区,角门东,首座绿洲,地铁：距10号线角门东站750米
2500,6,133673-B,4室1卫,1/6层,朝阳区,望京南,花家地南里,地铁：距14号线东段望京南站1100米
,,,,,,,,
1950,14,137272-B,2室1卫,1/6层,大兴区,黄村火车站,义和庄北里,地铁：距4号线大兴线黄村火车站站600米
3810,17,136921-B,2室0卫,4/6层,海淀区,永泰庄,永泰园,地铁：距8号线永泰庄站600米
,,,,,,,,
5350,45,138913-A,1室1卫,1/6层,海淀区,永泰庄,永泰东里,地铁：距8号线永泰庄站350米
,,,,,,,,
2840,10,150121-A,2室1卫,2/21层,石景山区,金安桥,金铸阳光苑,"地铁：距6号线,S1线金安桥站500米"
2500,11,147716-C,3室1卫,3/6层,昌平区,龙泽,龙兴园西区,地铁：距13号线龙泽站1950米
1980,14,150671-A,2室1卫,5/6层,通州区,梨园,公庄小区,地铁：距八通线梨园站1200米
2030,13,150886-C,3室1卫,4/6层,通州区,梨园,玉桥南里,地铁：距八通线梨园站1350米
3180,20,152393-C,3室1卫,6/8层,通州区,梨园,新城阳光,地铁：距八通线梨园站450米
2860,8,153133-A,4室1卫,3/9层,朝阳区,东风北桥,东润枫景三期,"地铁：距14号线东段,平谷线东风北桥站850米"
2810,8,154721-B,2室1卫,15/18层,朝阳区,双井,广渠路48号院,"地铁：距7号线,10号线双井站200米"
1940,10,154887-C,3室1卫,14/28层,通州区,土桥,华远铭悦,地铁：距八通线土桥站950米
2630,17,155447-A,2室1卫,11/12层,石景山区,金安桥,模式口南里,"地铁：距1号线,6号线苹果园站1500米"
,,,,,,,,
3970,20,156954-B,2室0卫,3/6层,海淀区,永泰庄,永泰西里,地铁：距8号线永泰庄站500米
2710,11,158231-C,3室1卫,4/6层,朝阳区,立水桥南,大羊坊8号院,地铁：距5号线立水桥南站400米
2690,9,14500-B,2室1卫,11/26层,丰台区,西铁营,亚林西居住区,地铁：距14号线东段西铁营站450米
2410,13,1177-B,3室1卫,2/18层,朝阳区,欢乐谷景区,金蝉北里,地铁：距7号线欢乐谷景区站550米
3030,9,1504-B,4室1卫,22/24层,朝阳区,东湖渠,望京花园西区,地铁：距14号线东段东湖渠站500米
2080,10,1208-A,3室1卫,18/18层,朝阳区,管庄,管庄新村,地铁：距八通线管庄站600米
2170,12,1208-B,3室1卫,18/18层,朝阳区,管庄,管庄新村,地铁：距八通线管庄站600米
2550,11,15570-B,3室1卫,1/15层,朝阳区,立水桥南,溪城家园二号院,地铁：距5号线立水桥南站1250米
3240,14,1792-C,3室1卫,13/24层,东城区,广渠门外,东环居苑,"地铁：距7号线,17号线广渠门外站650米"
,,,,,,,,
2230,10,2145-C,3室1卫,4/6层,朝阳区,管庄,管庄新村,地铁：距八通线管庄站600米
1990,8,19484-C,4室1卫,26/27层,丰台区,樊羊路,花香东苑,地铁：距房山线樊羊路站450米
1940,14,19461-A,3室1卫,5/5层,通州区,通州北关,华龙小区,地铁：距6号线通州北关站2700米
2230,17,21758-A,2室1卫,2/5层,顺义区,顺义,建新北区,地铁：距15号线顺义站700米
1380,12,23525-B,4室1卫,6/6层,顺义区,俸伯,裕龙六区,地铁：距15号线俸伯站1650米
1920,13,25725-A,3室2卫,2/7层,昌平区,天通苑北,西湖新村,地铁：距5号线天通苑北站3950米
2250,11,2532-B,4室1卫,12/28层,通州区,物资学院路,新建村小区,地铁：距6号线物资学院路站550米
3790,34,31833-C,5室1卫,5/10层,昌平区,朱辛庄,领秀慧谷C区,"地铁：距昌平线,8号线朱辛庄站900米"
3460,19,30264-A,2室1卫,3/6层,朝阳区,北工大西门,双龙南里,地铁：距14号线东段北工大西门站450米
2900,8,33925-A,4室1卫,22/22层,朝阳区,望京,望京西园三区,"地铁：距14号线东段,15号线望京站600米"
2700,14,26431-C,4室1卫,1/6层,朝阳区,黄渠,常营民族家园CDF区,地铁：距6号线黄渠站750米
1740,12,37111-B,3室1卫,5/6层,通州区,通州北关,王家场,地铁：距6号线通州北关站2000米
2500,13,38003-A,3室1卫,6/6层,朝阳区,常营,连心园西区,地铁：距6号线常营站800米
2870,19,37943-B,3室1卫,5/6层,朝阳区,黄渠,常营民族家园CDF区,地铁：距6号线黄渠站750米
2260,17,39004-B,3室1卫,2/3层,石景山区,苹果园,模式口东里,"地铁：距1号线,6号线苹果园站1050米"
1950,10,39004-C,3室1卫,2/3层,石景山区,苹果园,模式口东里,"地铁：距1号线,6号线苹果园站1050米"
