,价格,面积,编号,户型,楼层,位置1,位置2,小区,地铁,所在楼层,总楼层,地铁数,距离地铁距离
1372,1800,14,23789-C,3室1卫,5/6层,昌平区,昌平,建明里,距昌平线昌平站850米,5,6,1,850
1373,2300,11,2447-A,3室1卫,4/6层,朝阳区,孙河,康营小区,距15号线孙河站1000米,4,6,1,1000
1374,4880,23,2715-D,5室1卫,19/26层,朝阳区,望京东,宝星园,距15号线望京东站550米,19,26,1,550
1375,1450,10,27449-C,3室1卫,6/9层,房山区,良乡大学城西,瑞雪春堂,距房山线良乡大学城西站900米,6,9,1,900
1376,2210,17,28486-B,2室1卫,4/5层,大兴区,黄村火车站,林校北里,距4号线大兴线黄村火车站站750米,4,5,2,750
1378,1870,13,31875-C,3室1卫,2/6层,昌平区,沙河,民园小区,距昌平线沙河站1650米,2,6,1,1650
1379,1310,29,32001-C,4室2卫,5/5层,房山区,阎村,绿城百合公寓风荷苑,距燕房线阎村站850米,5,5,1,850
1380,2780,12,33256-A,4室1卫,12/19层,昌平区,天通苑,天通苑西二区,距5号线天通苑站500米,12,19,1,500
1381,2580,11,35867-A,2室1卫,1/15层,海淀区,永丰,友谊嘉园三期,距16号线永丰站2150米,1,15,1,2150
1382,2270,10,36856-A,2室1卫,1/6层,通州区,梨园,梨园西里,距八通线梨园站200米,1,6,1,200
1383,1500,8,37615-B,4室1卫,33/33层,通州区,通运门,京贸家园,距6号线通运门站2650米,33,33,1,2650
1384,3410,18,42086-A,2室1卫,15/18层,丰台区,刘家窑,南三环中路15号院,距5号线刘家窑站350米,15,18,1,350
1385,3460,26,42361-C,3室1卫,14/18层,丰台区,樊羊路,郭公庄幸福家园,距房山线樊羊路站400米,14,18,1,400
1386,1840,14,35701-B,3室1卫,10/10层,通州区,通州北关,苏坨新村,距6号线通州北关站2800米,10,10,1,2800
1387,2620,8,45125-A,3室1卫,12/14层,海淀区,永丰南,永旺家园一区,距16号线永丰南站250米,12,14,1,250
1388,3030,15,48547-A,2室1卫,2/5层,丰台区,纪家庙,郑王坟141号院,距10号线纪家庙站750米,2,5,1,750
1389,1540,7,46239-B,2室1卫,1/6层,大兴区,天宫院,天堂河,距4号线大兴线天宫院站650米,1,6,2,650
1390,1660,10,51834-B,3室1卫,5/6层,昌平区,昌平,雅馨家园,距昌平线昌平站550米,5,6,1,550
1391,2460,9,51867-B,3室1卫,1/5层,丰台区,大红门,苗圃东里,"距8号线南段,10号线大红门站250米",1,5,2,250
1392,3700,20,51802-A,4室1卫,20/24层,西城区,广安门内,牛街18,距7号线广安门内站650米,20,24,1,650
1393,1600,7,54642-B,2室1卫,5/6层,昌平区,昌平,安福苑,距昌平线昌平站900米,5,6,1,900
1394,1440,8,57648-C,4室2卫,15/19层,房山区,良乡大学城,远洋新仕界,距房山线良乡大学城站400米,15,19,1,400
1395,2880,11,57454-C,3室1卫,13/20层,朝阳区,立水桥南,北苑家园望春园,距5号线立水桥南站600米,13,20,1,600
1396,2190,13,586-B,5室1卫,1/6层,昌平区,天通苑,天通苑北三区,距5号线天通苑站1700米,1,6,1,1700
1397,3290,65,62450-A,1室1卫,3/6层,昌平区,昌平,西环里,距昌平线昌平站1200米,3,6,1,1200
1398,1480,10,62764-A,3室1卫,2/6层,昌平区,昌平,西环里,距昌平线昌平站1200米,2,6,1,1200
1399,2110,9,64021-B,4室1卫,7/11层,顺义区,花梨坎,吉祥花园,距15号线花梨坎站450米,7,11,1,450
1400,4270,11,64488-A,2室1卫,1/6层,海淀区,海淀黄庄,东南小区,距4号线大兴线中关村站800米,1,6,2,800
1401,1410,12,73214-B,3室1卫,4/6层,房山区,广阳城,小西庄回迁楼,距房山线广阳城站1300米,4,6,1,1300
1402,2610,11,71945-A,2室1卫,10/21层,朝阳区,北岗子,坝鑫家园,"距12号线,平谷线北岗子站850米",10,21,2,850
1403,2010,14,72119-B,3室1卫,4/6层,通州区,北运河西,乔庄北区,距6号线北运河西站700米,4,6,1,700
1404,1400,12,73566-B,4室1卫,8/9层,房山区,良乡大学城西,瑞雪春堂,距房山线良乡大学城西站900米,8,9,1,900
1405,2880,19,690-D,4室2卫,2/3层,朝阳区,高碑店,美丽亚洲假日花园,距八通线高碑店站650米,2,3,1,650
1406,1800,9,73885-A,3室1卫,16/18层,大兴区,黄村西大街,双河南里尚城,距4号线大兴线黄村西大街站1450米,16,18,2,1450
1407,3280,14,927-A,3室1卫,2/24层,海淀区,西二旗,融泽嘉园12号院,"距13号线,昌平线西二旗站1100米",2,24,2,1100
1408,2620,9,117058-B,3室1卫,1/24层,朝阳区,高碑店,兴隆家园,距八通线高碑店站600米,1,24,1,600
1409,2590,16,1001-F,6室2卫,6/7层,昌平区,天通苑,天通苑北三区,距5号线天通苑站1700米,6,7,1,1700
1410,4240,26,120872-B,4室1卫,8/18层,朝阳区,大郊亭,金海国际,距7号线大郊亭站400米,8,18,1,400
1411,3050,13,120872-C,4室1卫,8/18层,朝阳区,大郊亭,金海国际,距7号线大郊亭站400米,8,18,1,400
1412,2650,10,120872-D,4室1卫,8/18层,朝阳区,大郊亭,金海国际,距7号线大郊亭站400米,8,18,1,400
1413,1380,9,123448-B,4室1卫,3/6层,房山区,良乡大学城西,阳光邑上,距房山线良乡大学城西站750米,3,6,1,750
1414,3040,8,125953-A,3室1卫,4/6层,朝阳区,光熙门,光熙门北里,距13号线光熙门站350米,4,6,1,350
1415,3640,18,125953-C,3室1卫,4/6层,朝阳区,光熙门,光熙门北里,距13号线光熙门站350米,4,6,1,350
1416,1730,12,127846-A,3室1卫,5/6层,大兴区,黄村火车站,观音寺南里,距4号线大兴线黄村火车站站1500米,5,6,2,1500
1417,2870,9,129586-A,3室1卫,28/28层,朝阳区,北工大西门,周庄嘉园三期A区,距14号线东段北工大西门站1150米,28,28,1,1150
1418,1550,6,131178-B,3室1卫,4/5层,通州区,通州北关,北通集团家属楼,距6号线通州北关站1450米,4,5,1,1450
1419,1660,11,133349-B,2室1卫,5/6层,昌平区,昌平,东关北里小区,距昌平线昌平站1000米,5,6,1,1000
1420,1820,11,133718-A,3室1卫,2/6层,通州区,通州北关,东潞苑,距6号线通州北关站2350米,2,6,1,2350
1421,2880,16,135179-C,3室1卫,2/6层,朝阳区,黄渠,常营民族家园CDF区,距6号线黄渠站750米,2,6,1,750
1422,2650,11,135369-D,4室1卫,16/18层,丰台区,刘家窑,芳群园四区,距5号线刘家窑站700米,16,18,1,700
1423,3430,13,143233-A,4室1卫,2/8层,朝阳区,望京西,北京香颂,"距13号线,15号线望京西站550米",2,8,2,550
1424,3290,11,141834-B,3室1卫,4/6层,朝阳区,光熙门,西坝河北里,距13号线光熙门站500米,4,6,1,500
1425,2540,9,145763-C,3室1卫,5/6层,海淀区,育新,常秀家园,距8号线育新站1450米,5,6,1,1450
1426,2180,13,146548-A,2室1卫,4/6层,通州区,北运河西,西上园三区,距6号线北运河西站900米,4,6,1,900
1427,2330,18,146631-B,3室1卫,5/25层,大兴区,黄村西大街,兴政东里,距4号线大兴线黄村西大街站1000米,5,25,2,1000
1428,3970,18,147480-B,2室1卫,11/18层,朝阳区,金台路,红庙北里,"距6号线,14号线东段金台路站450米",11,18,2,450
1429,2050,13,147818-A,3室1卫,8/10层,丰台区,东高地,蓝天怡景,距8号线南段东高地站1450米,8,10,1,1450
1430,1840,12,153480-C,3室1卫,1/6层,通州区,梨园,云景西里南区,距八通线梨园站850米,1,6,1,850
1431,3640,12,1559-C,3室1卫,22/28层,朝阳区,望京,望京新城,"距14号线东段,15号线望京站300米",22,28,2,300
1432,1300,11,17185-A,3室1卫,2/6层,房山区,良乡大学城西,阳光邑上,距房山线良乡大学城西站750米,2,6,1,750
1433,1210,12,21603-C,4室1卫,6/6层,房山区,良乡大学城西,东关家园,距房山线良乡大学城西站1050米,6,6,1,1050
1434,2180,13,23822-B,3室1卫,3/6层,顺义区,国展,翠竹新村,距15号线国展站1800米,3,6,1,1800
1435,1690,10,31979-B,3室1卫,6/10层,昌平区,南邵,兴昌佳苑,距昌平线南邵站1000米,6,10,1,1000
1436,2940,15,34696-B,6室2卫,6/6层,朝阳区,潘家园,松榆西里,距10号线潘家园站650米,6,6,1,650
1437,1700,8,34993-B,4室1卫,6/29层,通州区,通运门,京贸家园,距6号线通运门站2650米,6,29,1,2650
1438,1840,10,42989-A,3室1卫,9/18层,丰台区,和义,大红门锦苑A区,距8号线南段和义站1400米,9,18,1,1400
1439,4630,31,3964-B,2室1卫,10/18层,朝阳区,潘家园,农光南里,距10号线潘家园站250米,10,18,1,250
1440,1730,15,44070-C,4室1卫,3/11层,通州区,通州北关,刘庄新村,距6号线通州北关站2700米,3,11,1,2700
1441,1880,12,47887-A,3室1卫,17/23层,通州区,土桥,香溪家园,距八通线土桥站500米,17,23,1,500
1442,2030,12,49607-D,4室1卫,13/18层,通州区,次渠南,次渠南里,距亦庄线次渠南站700米,13,18,1,700
1443,4090,25,50278-B,4室1卫,7/33层,朝阳区,青年路,国美第一城西区,距6号线青年路站1250米,7,33,1,1250
1444,1680,7,52540-A,4室1卫,13/18层,顺义区,后沙峪,金地中央世家,距15号线后沙峪站2650米,13,18,1,2650
1445,3200,9,54258-A,3室1卫,14/18层,朝阳区,东大桥,东大桥路,"距6号线,17号线东大桥站500米",14,18,2,500
1446,1630,10,54265-B,3室1卫,7/18层,门头沟区,桥户营,惠康嘉园五区,距S1线桥户营站650米,7,18,1,650
1447,3020,10,55255-D,4室1卫,22/22层,西城区,广安门内,南线里小区,距7号线广安门内站650米,22,22,1,650
1448,2300,10,6093-A,4室1卫,6/6层,朝阳区,褡裢坡,定福庄北里1号院,距6号线褡裢坡站550米,6,6,1,550
1449,3480,13,61062-C,3室1卫,17/28层,朝阳区,望京,望京新城,"距14号线东段,15号线望京站300米",17,28,2,300
1450,4560,50,65335-A,1室1卫,10/22层,石景山区,古城,古城现代嘉园,距1号线古城站1250米,10,22,1,1250
1451,2170,8,70093-B,2室1卫,2/5层,石景山区,古城,十万坪,距1号线古城站600米,2,5,1,600
1452,3420,8,7360-B,4室1卫,4/13层,东城区,崇文门,国瑞城中区,"距2号线,5号线崇文门站550米",4,13,2,550
1453,2300,8,6926-C,3室1卫,3/16层,丰台区,新宫,德鑫嘉园三期,"距4号线大兴线,19号线新宫站850米",3,16,3,850
1454,2720,11,74247-D,4室1卫,13/18层,朝阳区,潘家园,潘家园东里,距10号线潘家园站700米,13,18,1,700
1455,2360,14,71239-B,3室1卫,7/11层,朝阳区,孙河,康营小区6区,距15号线孙河站1050米,7,11,1,1050
1456,2490,10,79630-A,2室1卫,2/6层,朝阳区,传媒大学,定福庄西街,距八通线传媒大学站350米,2,6,1,350
1457,3290,16,8360-C,3室1卫,2/6层,朝阳区,阜通,花家地西里,距14号线东段阜通站900米,2,6,1,900
1458,1680,13,117389-B,3室1卫,2/14层,通州区,通州北关,李庄佳苑,距6号线通州北关站3400米,2,14,1,3400
1459,3420,44,120964-A,1室1卫,11/21层,昌平区,昌平,力天嘉苑,距昌平线昌平站750米,11,21,1,750
1460,6050,45,132031-A,1室1卫,3/6层,海淀区,北沙滩,北沙滩4号院,距15号线北沙滩站400米,3,6,1,400
1461,4060,13,139072-B,2室1卫,3/6层,海淀区,白石桥南,车公庄西路16号院,"距6号线,9号线白石桥南站150米",3,6,2,150
1462,2860,9,144183-B,3室1卫,1/6层,昌平区,龙泽,龙泽苑西区,距13号线龙泽站200米,1,6,1,200
1463,2790,19,144381-A,2室1卫,4/6层,通州区,九棵树,葛布店北里,距八通线九棵树站300米,4,6,1,300
1464,1950,8,147912-A,3室1卫,1/6层,丰台区,大井,程庄路3号院,距14号线西段大井站1100米,1,6,1,1100
1465,1810,11,156691-C,3室1卫,4/6层,通州区,梨园,格兰晴天,距八通线梨园站750米,4,6,1,750
1466,3710,26,157448-C,3室1卫,16/20层,昌平区,天通苑,天通苑西二区,距5号线天通苑站500米,16,20,1,500
1467,2460,12,16054-B,3室1卫,10/10层,顺义区,花梨坎,吉祥花园,距15号线花梨坎站450米,10,10,1,450
1468,2660,12,18611-C,3室1卫,19/33层,朝阳区,北岗子,恒大华府,"距12号线,平谷线北岗子站700米",19,33,2,700
1469,2650,10,18595-B,2室1卫,6/6层,丰台区,海户屯,马公庄,距8号线南段海户屯站750米,6,6,1,750
1470,5450,62,19014-A,2室1卫,3/6层,丰台区,海户屯,西罗园南里,距8号线南段海户屯站650米,3,6,1,650
1471,2870,15,1938-B,3室1卫,5/6层,朝阳区,黄渠,常营民族家园N区,距6号线黄渠站400米,5,6,1,400
1472,2720,14,21681-C,6室1卫,15/16层,昌平区,天通苑,天通苑北一区,距5号线天通苑站350米,15,16,1,350
1473,2140,18,26641-A,2室1卫,6/6层,顺义区,顺义,建新南区,距15号线顺义站1050米,6,6,1,1050
1474,2440,10,2628-B,3室1卫,11/12层,通州区,物资学院路,新建村小区,距6号线物资学院路站550米,11,12,1,550
1475,2200,10,28568-A,3室1卫,5/6层,朝阳区,孙河,康营小区A区,距15号线孙河站1650米,5,6,1,1650
1476,1610,15,31903-C,3室1卫,10/16层,房山区,篱笆房,加州水郡三期,距房山线篱笆房站2200米,10,16,1,2200
1477,3040,17,29393-B,2室1卫,3/6层,朝阳区,常营,连心园西区,距6号线常营站800米,3,6,1,800
1478,2210,10,33010-B,3室1卫,19/22层,朝阳区,双合,建工双合家园,距7号线双合站350米,19,22,1,350
1479,1310,8,33146-C,3室1卫,1/22层,房山区,阎村,天恒乐活城,距燕房线阎村站200米,1,22,1,200
1480,2780,9,31934-C,3室1卫,15/28层,丰台区,六里桥,泰禾西府玉苑,"距10号线,14号线西段西局站950米",15,28,2,950
1481,5990,43,35739-A,1室1卫,13/13层,朝阳区,潘家园,潘家园东里,距10号线潘家园站700米,13,13,1,700
1482,1910,10,38605-B,3室1卫,5/6层,通州区,果园,潞河中学北街,距八通线果园站650米,5,6,1,650
1483,2810,12,38094-B,3室1卫,26/27层,朝阳区,北岗子,将府锦苑,距14号线东段将台站3550米,26,27,1,3550
1484,2500,11,41610-A,3室1卫,1/6层,通州区,物资学院路,新建村小区,距6号线物资学院路站550米,1,6,1,550
1485,2350,9,3925-A,3室1卫,7/29层,朝阳区,青年路,金隅泰和园,距6号线青年路站1250米,7,29,1,1250
1486,1260,9,42650-A,3室1卫,4/11层,房山区,良乡大学城,东羊庄新村,距房山线良乡大学城站1200米,4,11,1,1200
1487,3290,21,42861-B,4室1卫,5/6层,朝阳区,传媒大学,定福庄西街,距八通线传媒大学站350米,5,6,1,350
1488,2430,16,45193-B,2室1卫,4/6层,通州区,梨园,葛布店东里,距八通线梨园站700米,4,6,1,700
1489,2390,13,46645-B,4室1卫,2/4层,朝阳区,小红门,恋日绿岛,距亦庄线小红门站1600米,2,4,1,1600
1490,2010,9,48071-B,3室1卫,9/22层,通州区,次渠南,次渠家园东里6区,距亦庄线次渠南站700米,9,22,1,700
1491,1890,14,42193-D,4室1卫,3/6层,通州区,通州北关,北通集团家属楼,距6号线通州北关站1450米,3,6,1,1450
1492,2910,15,45355-A,4室1卫,1/20层,朝阳区,褡裢坡,福盈家园2号院,距6号线褡裢坡站550米,1,20,1,550
1493,1520,12,51338-A,4室1卫,6/15层,房山区,良乡南关,嘉瑞通小区,距房山线良乡南关站150米,6,15,1,150
1494,6900,58,52348-A,1室1卫,11/21层,东城区,广渠门外,领行国际,"距7号线,17号线广渠门外站600米",11,21,2,600
1495,2400,26,56496-D,5室2卫,9/9层,通州区,果园,世纪星城,距八通线果园站950米,9,9,1,950
1496,1410,12,58817-A,5室1卫,1/7层,房山区,良乡大学城西,伟业嘉园西里,距房山线良乡大学城西站1050米,1,7,1,1050
1497,1780,11,60379-C,4室1卫,11/25层,大兴区,黄村西大街,兴政东里,距4号线大兴线黄村西大街站1000米,11,25,2,1000
1498,1940,20,47731-D,4室2卫,5/6层,昌平区,天通苑北,名佳花园一区,距5号线天通苑北站2500米,5,6,1,2500
1499,2130,11,62004-B,3室1卫,4/14层,丰台区,四环路,银地家园,距房山线四环路站1450米,4,14,1,1450
1500,3210,7,559-A,3室1卫,5/6层,朝阳区,三元桥,静安里,"距10号线,12号线,机场线三元桥站900米",5,6,3,900
1501,2680,13,67664-A,5室1卫,2/22层,丰台区,方庄,紫芳园四区,距14号线东段方庄站500米,2,22,1,500
1502,2520,11,75060-A,5室1卫,2/11层,丰台区,石榴庄,彩虹城三区,距10号线石榴庄站950米,2,11,1,950
1503,1860,9,77342-B,6室2卫,3/29层,大兴区,天宫院,保利春天里二区,距4号线大兴线天宫院站150米,3,29,2,150
1504,2740,16,117598-C,3室1卫,2/6层,丰台区,丽泽商务区,三路居99号院,"距7号线,16号线达官营站1850米",2,6,2,1850
1505,2520,10,1089-B,5室2卫,6/15层,丰台区,石榴庄,彩虹城二区,距10号线石榴庄站900米,6,15,1,900
1506,1330,12,132232-A,4室1卫,4/6层,房山区,广阳城,张家场周转房,距房山线广阳城站1200米,4,6,1,1200
1507,1870,8,134976-B,2室1卫,3/6层,大兴区,黄村西大街,兴政西里,距4号线大兴线黄村西大街站400米,3,6,2,400
1508,4660,60,137926-A,2室1卫,5/7层,通州区,通州北苑,通惠北路小区,距八通线通州北苑站1300米,5,7,1,1300
1509,2330,14,139837-C,4室1卫,4/6层,顺义区,国展,天竺花园,距15号线国展站1300米,4,6,1,1300
1510,3860,11,131622-A,3室1卫,5/22层,朝阳区,大望路,盛世嘉园,"距1号线,14号线东段大望路站500米",5,22,2,500
1511,1680,12,140597-C,3室1卫,3/6层,通州区,北运河西,光讯花园,距6号线北运河西站1450米,3,6,1,1450
1512,2280,10,142296-B,4室1卫,10/11层,朝阳区,孙河,康营小区23区,距15号线孙河站1300米,10,11,1,1300
1513,10010,114,145010-A,2室1卫,4/18层,朝阳区,青年路,华纺易城西区,距6号线青年路站900米,4,18,1,900
1514,1930,7,145201-B,3室1卫,12/20层,通州区,梨园,梨园北街191号院,距八通线梨园站300米,12,20,1,300
1515,2480,10,144344-D,4室1卫,11/34层,昌平区,天通苑,天通苑西二区,距5号线天通苑站500米,11,34,1,500
1516,2270,9,146548-B,2室1卫,4/6层,通州区,北运河西,西上园三区,距6号线北运河西站900米,4,6,1,900
1517,2660,16,13330-A,3室1卫,1/6层,朝阳区,常营,连心园西区,距6号线常营站800米,1,6,1,800
1518,2280,12,144554-A,2室1卫,3/6层,通州区,北运河西,柳岸景园,距6号线北运河西站1300米,3,6,1,1300
1519,2960,16,1328-B,4室1卫,6/18层,朝阳区,肖村,中海城圣朝菲,距亦庄线肖村站600米,6,18,1,600
1520,9660,113,151113-A,2室1卫,11/26层,朝阳区,十里河,嘉多丽园,"距10号线,14号线东段,17号线十里河站250米",11,26,3,250
1521,3420,21,157448-B,3室1卫,16/20层,昌平区,天通苑,天通苑西二区,距5号线天通苑站500米,16,20,1,500
1522,2000,11,17386-A,4室1卫,8/28层,大兴区,生物医药基地,住总正华多彩嘉园,距4号线大兴线生物医药基地站400米,8,28,2,400
1523,2260,9,17641-B,2室1卫,4/16层,顺义区,花梨坎,枫泉花园,距15号线花梨坎站700米,4,16,1,700
1524,2830,13,2140-C,3室1卫,8/18层,昌平区,回龙观东大街,紫金新干线四期,距8号线回龙观东大街站1400米,8,18,1,1400
1525,2590,13,2149-A,3室1卫,12/17层,丰台区,新宫,德鑫嘉园三期,"距4号线大兴线,19号线新宫站850米",12,17,3,850
1526,2340,10,19266-B,3室1卫,16/21层,丰台区,樊羊路,花香东苑,距房山线樊羊路站450米,16,21,1,450
1527,2220,11,22438-C,3室1卫,5/6层,通州区,通州北苑,新华西街131号院,距八通线通州北苑站400米,5,6,1,400
1528,1840,10,23830-A,4室1卫,4/17层,通州区,经海路,首开国风美仑,距亦庄线经海路站2550米,4,17,1,2550
1529,3130,18,264-A,3室1卫,19/25层,丰台区,方庄,芳城园一区,距14号线东段方庄站550米,19,25,1,550
1530,1510,20,24639-A,3室1卫,4/7层,房山区,良乡大学城西,伟业嘉园西里,距房山线良乡大学城西站1050米,4,7,1,1050
1531,1470,8,25289-A,4室1卫,11/20层,门头沟区,小园,保利首开四季怡园,距S1线小园站950米,11,20,1,950
1532,2550,14,2555-B,3室1卫,2/6层,朝阳区,黄渠,常营民族家园CDF区,距6号线黄渠站750米,2,6,1,750
1533,2600,11,2546-C,3室1卫,5/20层,朝阳区,双桥,金隅康惠园,距八通线双桥站600米,5,20,1,600
1534,1960,10,28815-A,4室1卫,5/20层,通州区,物资学院路,新地国际家园,距6号线物资学院路站3000米,5,20,1,3000
1535,2950,12,2853-A,3室1卫,4/18层,朝阳区,星火,姚家园东里7号院,"距3号线,20号线星火站800米",4,18,2,800
1536,2020,7,31704-A,3室1卫,6/6层,丰台区,科怡路,富丰路8号院,距9号线科怡路站1500米,6,6,1,1500
1537,2000,7,32225-B,3室1卫,28/28层,朝阳区,小红门,鸿博家园二期D区,距亦庄线小红门站450米,28,28,1,450
1538,2160,10,33538-C,3室1卫,11/16层,朝阳区,管庄,管庄新村,距八通线管庄站600米,11,16,1,600
1539,1540,12,44070-A,4室1卫,3/11层,通州区,通州北关,刘庄新村,距6号线通州北关站2700米,3,11,1,2700
1540,1510,11,51671-D,4室1卫,4/6层,房山区,良乡大学城西,鸿顺园西区,距房山线良乡大学城西站350米,4,6,1,350
1541,1890,10,55043-C,3室1卫,9/26层,通州区,高楼金,高楼金第,距7号线高楼金站250米,9,26,1,250
1542,1650,12,56105-C,3室1卫,5/6层,通州区,通运门,新潮嘉园二期,距6号线通运门站4150米,5,6,1,4150
1543,1510,10,61926-C,3室1卫,6/11层,房山区,稻田,高四回迁楼,距房山线稻田站800米,6,11,1,800
1544,1870,12,65708-A,3室1卫,16/18层,房山区,稻田,稻田回迁楼,距房山线稻田站250米,16,18,1,250
1545,3220,14,6645-B,3室1卫,1/7层,朝阳区,望京,望京西园一区,"距14号线东段,15号线望京站850米",1,7,2,850
1546,3210,11,72795-B,2室1卫,2/6层,丰台区,六里桥东,太平桥小区,距9号线六里桥东站400米,2,6,1,400
1547,2890,13,822-B,3室1卫,7/7层,丰台区,宋家庄,政馨园三区,"距5号线,10号线,亦庄线宋家庄站300米",7,7,3,300
1548,2450,18,125156-B,4室1卫,16/21层,丰台区,樊羊路,天伦锦城,距房山线樊羊路站1700米,16,21,1,1700
1549,4670,18,129153-B,2室1卫,5/6层,海淀区,魏公村,大慧寺6号院,距4号线大兴线魏公村站800米,5,6,2,800
1550,2300,15,136781-A,3室1卫,1/6层,昌平区,天通苑东,天通苑东二区,距17号线天通苑东站650米,1,6,1,650
1551,2550,11,142955-A,4室1卫,10/29层,朝阳区,管庄,北京新天地,距八通线管庄站750米,10,29,1,750
1552,4270,19,143207-A,2室1卫,13/13层,西城区,积水潭,文慧园北路甲26号,"距2号线,19号线积水潭站900米",13,13,2,900
1553,3060,16,144937-C,4室2卫,11/11层,朝阳区,南楼梓庄,紫南家园（北区）,距7号线南楼梓庄站300米,11,11,1,300
1554,2420,10,13095-C,3室1卫,1/19层,朝阳区,星火,姚家园东里8号院,"距3号线,20号线星火站800米",1,19,2,800
1555,2740,8,147328-B,2室1卫,4/25层,石景山区,金安桥,金铸阳光苑,"距6号线,S1线金安桥站500米",4,25,2,500
1556,2190,25,150821-C,3室1卫,1/6层,大兴区,黄村西大街,黄村西里,距4号线大兴线黄村西大街站500米,1,6,2,500
1557,2740,9,13642-A,3室1卫,28/29层,丰台区,宋家庄,鲁能榴景秀苑,"距5号线,10号线,亦庄线宋家庄站550米",28,29,3,550
1558,2750,10,15740-B,4室1卫,5/10层,海淀区,田村,乐府江南,距6号线海淀五路居站1300米,5,10,1,1300
1559,2120,11,17337-B,3室1卫,2/28层,大兴区,生物医药基地,住总正华多彩嘉园,距4号线大兴线生物医药基地站400米,2,28,2,400
1560,4030,9,17628-B,2室1卫,5/5层,海淀区,五道口,中关村三才堂,距13号线五道口站600米,5,5,1,600
1561,2880,18,15789-A,3室1卫,22/22层,朝阳区,双合,建工双合家园,距7号线双合站350米,22,22,1,350
1562,2370,8,2140-B,3室1卫,8/18层,昌平区,回龙观东大街,紫金新干线四期,距8号线回龙观东大街站1400米,8,18,1,1400
1563,1620,11,21905-D,4室1卫,3/18层,顺义区,顺义,石园北区,距15号线顺义站1950米,3,18,1,1950
1564,3280,10,23881-B,4室1卫,6/25层,朝阳区,呼家楼,向军南里,"距6号线,10号线呼家楼站250米",6,25,2,250
1565,2420,17,28988-B,2室1卫,5/5层,顺义区,顺义,建新北区,距15号线顺义站700米,5,5,1,700
1566,2130,10,2879-A,3室1卫,16/28层,通州区,物资学院路,新建村小区,距6号线物资学院路站550米,16,28,1,550
1567,3660,18,29048-B,4室1卫,9/11层,丰台区,首经贸,万年花城二期,"距10号线,房山线首经贸站350米",9,11,2,350
1568,2440,13,30156-B,4室1卫,10/12层,朝阳区,小红门,燕归宁馨园,距亦庄线小红门站1200米,10,12,1,1200
1569,1110,7,32303-A,5室1卫,3/19层,房山区,广阳城,北京城建国誉府,距房山线广阳城站1200米,3,19,1,1200
1570,3280,23,3290-D,4室1卫,4/18层,朝阳区,北工大西门,双龙南里,距14号线东段北工大西门站450米,4,18,1,450
1571,1860,15,33166-C,4室1卫,2/8层,房山区,良乡大学城北,金地朗悦悦园,距房山线良乡大学城北站950米,2,8,1,950
1572,1690,9,27838-D,4室1卫,2/15层,朝阳区,东坝中街,金驹家园,距6号线褡裢坡站4200米,2,15,1,4200
1573,1320,8,39386-A,6室2卫,6/6层,顺义区,石门,澜西园,距15号线石门站2200米,6,6,1,2200
1574,2740,14,39487-B,4室1卫,14/15层,大兴区,万源街,鹿鸣苑,距亦庄线万源街站550米,14,15,1,550
1575,2140,11,38079-A,3室1卫,2/5层,大兴区,高米店北,郁花园二里,距4号线大兴线高米店北站200米,2,5,2,200
1576,3840,48,41743-A,1室1卫,18/21层,丰台区,张郭庄,红山郡,距14号线西段张郭庄站1750米,18,21,1,1750
1577,1320,14,42154-A,3室1卫,15/18层,房山区,阎村,天恒乐活城,距燕房线阎村站200米,15,18,1,200
1578,2240,15,50842-D,5室1卫,4/6层,大兴区,枣园,那尔水晶城,距4号线大兴线枣园站650米,4,6,2,650
1579,3240,21,52034-A,2室1卫,5/16层,石景山区,古城,古城南里,距1号线古城站100米,5,16,1,100
1580,1960,6,5302-B,3室1卫,20/23层,朝阳区,双桥,金隅康惠园,距八通线双桥站600米,20,23,1,600
1581,2530,9,55447-A,3室1卫,2/6层,丰台区,北京南站,马家堡路8号院,"距4号线大兴线,14号线东段北京南站站600米",2,6,3,600
1582,1880,10,57791-C,3室1卫,1/6层,顺义区,花梨坎,三山新新家园,距15号线花梨坎站2100米,1,6,1,2100
1583,1900,8,58465-A,2室1卫,3/7层,通州区,梨园,公庄小区,距八通线梨园站1200米,3,7,1,1200
1584,3980,19,59349-A,2室1卫,14/14层,朝阳区,金台路,延静西里,"距6号线,14号线东段金台路站450米",14,14,2,450
1585,2840,11,69671-C,3室1卫,2/27层,朝阳区,常营,北辰福第中区,距6号线常营站450米,2,27,1,450
1586,1530,8,61593-B,4室1卫,11/15层,房山区,长阳,馨然嘉园三区,距房山线长阳站1000米,11,15,1,1000
1587,2830,17,70170-B,3室1卫,4/6层,石景山区,八角游乐园,老山西里,距1号线八角游乐园站500米,4,6,1,500
1588,4840,48,8087-A,1室1卫,6/23层,朝阳区,草房,北京像素,距6号线草房站300米,6,23,1,300
1589,2700,8,80776-B,3室1卫,4/22层,朝阳区,东风北桥,驼房营南里,"距14号线东段,平谷线东风北桥站1450米",4,22,2,1450
1590,3110,11,9386-B,3室1卫,8/25层,朝阳区,阜通,方舟苑,距14号线东段阜通站1500米,8,25,1,1500
1591,3700,17,9386-C,3室1卫,8/25层,朝阳区,阜通,方舟苑,距14号线东段阜通站1500米,8,25,1,1500
