,价格,面积,编号,户型,楼层,位置1,位置2,小区,地铁,所在楼层,总楼层,地铁数,距离地铁距离
3487,1620,10,53852-B,3室1卫,11/16层,昌平区,南邵,国惠村1期,距昌平线南邵站1150米,11,16,1,1150
3488,2880,19,511-B,7室2卫,6/6层,朝阳区,星火,姚家园西里3号院,"距3号线,20号线星火站350米",6,6,2,350
3489,1530,6,54614-C,3室1卫,2/6层,通州区,通州北关,西潞苑小区,距6号线通州北关站1950米,2,6,1,1950
3490,2700,20,53850-B,4室1卫,2/5层,昌平区,龙泽,龙兴园西区,距13号线龙泽站1950米,2,5,1,1950
3491,2370,11,53850-C,4室1卫,2/5层,昌平区,龙泽,龙兴园西区,距13号线龙泽站1950米,2,5,1,1950
3492,1950,11,55087-A,4室1卫,3/10层,通州区,通州北关,珠江丽景家园,距6号线通州北关站2300米,3,10,1,2300
3493,2750,11,55450-A,3室1卫,27/29层,朝阳区,传媒大学,北花园小区,距八通线传媒大学站600米,27,29,1,600
3494,3050,20,55664-A,2室1卫,3/6层,丰台区,木樨园,西罗园一区,距8号线南段木樨园站450米,3,6,1,450
3495,2650,11,5399-B,3室1卫,14/22层,丰台区,石榴庄,彩虹城四区,距10号线石榴庄站700米,14,22,1,700
3496,2080,13,56665-A,3室1卫,3/4层,昌平区,朱辛庄,豆各庄新村,"距昌平线,8号线朱辛庄站1350米",3,4,2,1350
3497,2310,15,56665-B,3室1卫,3/4层,昌平区,朱辛庄,豆各庄新村,"距昌平线,8号线朱辛庄站1350米",3,4,2,1350
3498,4560,49,59353-A,1室1卫,6/6层,通州区,九棵树,蓝调沙龙,距八通线九棵树站550米,6,6,1,550
3499,2420,8,58855-B,4室1卫,2/26层,朝阳区,四惠东,都市经典家园,"距1号线,八通线四惠东站700米",2,26,2,700
3500,4970,47,59853-A,1室1卫,5/6层,丰台区,北京南站,马家堡路25号,"距4号线大兴线,14号线东段北京南站站500米",5,6,3,500
3501,1430,12,59711-A,4室1卫,2/6层,房山区,良乡大学城西,鸿顺园西区,距房山线良乡大学城西站350米,2,6,1,350
3502,2050,20,59711-C,4室1卫,2/6层,房山区,良乡大学城西,鸿顺园西区,距房山线良乡大学城西站350米,2,6,1,350
3503,2630,10,5880-C,3室1卫,24/32层,朝阳区,传媒大学,北花园小区,距八通线传媒大学站600米,24,32,1,600
3504,2170,12,60420-A,3室1卫,2/6层,通州区,果园,新华联家园南区,距八通线果园站650米,2,6,1,650
3505,1360,12,60287-A,3室1卫,2/15层,房山区,篱笆房,九洲溪雅苑一区,距房山线篱笆房站1850米,2,15,1,1850
3506,2030,19,60450-A,2室1卫,5/6层,昌平区,昌平,东关北里小区,距昌平线昌平站1000米,5,6,1,1000
3507,2070,18,60553-A,4室1卫,3/6层,通州区,通州北关,西潞苑小区,距6号线通州北关站1950米,3,6,1,1950
3508,2010,15,60553-B,4室1卫,3/6层,通州区,通州北关,西潞苑小区,距6号线通州北关站1950米,3,6,1,1950
3509,2400,16,61451-B,3室1卫,5/6层,通州区,物资学院路,天赐良园二期,距6号线物资学院路站400米,5,6,1,400
3510,2340,15,61451-C,3室1卫,5/6层,通州区,物资学院路,天赐良园二期,距6号线物资学院路站400米,5,6,1,400
3511,1680,12,61539-B,4室1卫,4/6层,大兴区,清源路,双河北里,距4号线大兴线清源路站1300米,4,6,2,1300
3512,2670,16,62353-A,2室1卫,5/6层,朝阳区,黄渠,常营民族家园CDF区,距6号线黄渠站750米,5,6,1,750
3513,1610,14,62276-B,3室1卫,5/15层,房山区,良乡大学城西,紫汇家园,距房山线良乡大学城西站550米,5,15,1,550
3514,1870,13,62430-D,4室1卫,4/6层,通州区,果园,玉带河西街,距八通线果园站850米,4,6,1,850
3515,1970,9,62436-B,3室1卫,1/27层,通州区,次渠南,次渠家园东里1区,距亦庄线次渠南站250米,1,27,1,250
3516,2160,8,62411-B,3室1卫,6/21层,石景山区,古城,古城现代嘉园,距1号线古城站1250米,6,21,1,1250
3517,1500,11,62701-C,4室1卫,13/15层,顺义区,顺义,仓上小区,距15号线顺义站1900米,13,15,1,1900
3518,2260,10,63213-C,4室1卫,5/13层,大兴区,万源街,金泰公寓,距亦庄线万源街站700米,5,13,1,700
3519,2930,16,63319-A,3室1卫,6/18层,通州区,物资学院路,新建村小区,距6号线物资学院路站550米,6,18,1,550
3520,2530,11,63319-B,3室1卫,6/18层,通州区,物资学院路,新建村小区,距6号线物资学院路站550米,6,18,1,550
3521,2310,13,64718-B,2室1卫,10/11层,通州区,物资学院路,翠福园,距6号线物资学院路站2350米,10,11,1,2350
3522,1950,10,65423-B,3室1卫,6/15层,顺义区,花梨坎,天裕昕园,距15号线花梨坎站2550米,6,15,1,2550
3523,1840,10,66270-C,3室1卫,7/15层,通州区,果园,靓景明居,距八通线果园站1300米,7,15,1,1300
3524,2150,17,76809-C,4室1卫,2/6层,昌平区,沙河,五福家园,距昌平线沙河站2000米,2,6,1,2000
3525,1360,7,76422-B,4室1卫,3/6层,通州区,通州北关,北通集团家属楼,距6号线通州北关站1450米,3,6,1,1450
3526,3060,16,78679-A,4室1卫,5/7层,朝阳区,潘家园,松榆西里,距10号线潘家园站650米,5,7,1,650
3527,2330,7,78679-B,4室1卫,5/7层,朝阳区,潘家园,松榆西里,距10号线潘家园站650米,5,7,1,650
3528,2630,10,71366-B,3室1卫,7/24层,丰台区,刘家窑,正邦嘉园,距5号线刘家窑站300米,7,24,1,300
3529,2490,9,71366-C,3室1卫,7/24层,丰台区,刘家窑,正邦嘉园,距5号线刘家窑站300米,7,24,1,300
3530,2740,12,79520-B,3室1卫,3/23层,朝阳区,成寿寺,方庄南路18号院,距10号线成寿寺站700米,3,23,1,700
3531,2520,13,78818-C,4室1卫,4/12层,丰台区,方庄,芳星园三区,距14号线东段方庄站650米,4,12,1,650
3532,3220,16,8945-B,3室1卫,4/28层,朝阳区,潘家园,百环花园,距10号线潘家园站250米,4,28,1,250
3533,3370,11,8963-B,3室1卫,7/31层,朝阳区,望京南,嘉润花园,距14号线东段望京南站300米,7,31,1,300
3534,1570,11,81285-B,4室1卫,9/18层,房山区,篱笆房,首创新悦都,距房山线篱笆房站1400米,9,18,1,1400
3535,1820,10,115941-A,3室1卫,8/26层,大兴区,生物医药基地,兴源幸福城,距4号线大兴线生物医药基地站500米,8,26,2,500
3536,2890,17,116274-B,2室1卫,2/6层,石景山区,古城,古城南路,距1号线古城站500米,2,6,1,500
3537,1700,14,80742-A,3室1卫,4/6层,通州区,通州北关,潞苑嘉园,距6号线通州北关站2050米,4,6,1,2050
3538,1570,10,80742-C,3室1卫,4/6层,通州区,通州北关,潞苑嘉园,距6号线通州北关站2050米,4,6,1,2050
3539,2760,13,116646-A,3室1卫,2/24层,丰台区,分钟寺,四方景园五区,距10号线分钟寺站1050米,2,24,1,1050
3540,2110,12,116933-B,3室1卫,13/24层,通州区,临河里,华业东方玫瑰,距八通线临河里站650米,13,24,1,650
3541,1970,18,118951-B,3室1卫,3/6层,通州区,通州北关,刘庄新村,距6号线通州北关站2700米,3,6,1,2700
3542,2030,20,119244-A,3室1卫,3/6层,通州区,梨园,云景里小区,距八通线梨园站750米,3,6,1,750
3543,1630,8,119826-A,3室1卫,5/6层,通州区,梨园,云景西里,距八通线梨园站750米,5,6,1,750
3544,1870,9,119826-B,3室1卫,5/6层,通州区,梨园,云景西里,距八通线梨园站750米,5,6,1,750
3545,2280,8,119770-B,2室1卫,1/6层,朝阳区,黄渠,荟康苑,距6号线黄渠站800米,1,6,1,800
3546,1910,16,119809-B,2室1卫,5/6层,昌平区,昌平,东关二条,距昌平线昌平站900米,5,6,1,900
3547,1870,12,120440-A,2室1卫,5/6层,昌平区,昌平,石坊院,距昌平线昌平站600米,5,6,1,600
3548,2540,11,120722-D,4室1卫,3/18层,丰台区,马家堡,鼎立水岸家园,距4号线大兴线马家堡站950米,3,18,2,950
3549,2510,12,120477-A,3室1卫,4/6层,昌平区,龙泽,龙兴园北区,距13号线龙泽站1650米,4,6,1,1650
3550,2280,10,120477-C,3室1卫,4/6层,昌平区,龙泽,龙兴园北区,距13号线龙泽站1650米,4,6,1,1650
3551,2280,17,121730-C,3室1卫,8/15层,昌平区,沙河,兆丰家园,距昌平线沙河站600米,8,15,1,600
3552,3520,26,1020-B,4室2卫,1/20层,昌平区,天通苑南,天通苑西一区,距5号线天通苑南站150米,1,20,1,150
3553,3100,12,122537-A,2室1卫,14/18层,朝阳区,潘家园,潘家园小区,距10号线潘家园站1000米,14,18,1,1000
3554,1840,12,123301-A,3室1卫,1/5层,通州区,同济南路,神龙金桥,距亦庄线同济南路站2650米,1,5,1,2650
3555,4050,25,10894-B,4室1卫,4/5层,昌平区,龙泽,冠庭园,距13号线龙泽站650米,4,5,1,650
3556,2880,10,9836-C,6室2卫,12/13层,海淀区,西小口,莱圳家园,距8号线西小口站650米,12,13,1,650
3557,3670,12,9836-D,6室2卫,12/13层,海淀区,西小口,莱圳家园,距8号线西小口站650米,12,13,1,650
3558,3420,19,9836-E,6室2卫,12/13层,海淀区,西小口,莱圳家园,距8号线西小口站650米,12,13,1,650
3559,2660,12,123896-A,3室1卫,2/5层,石景山区,八宝山,鲁谷74号院,距1号线八宝山站800米,2,5,1,800
3560,2400,19,124954-B,3室1卫,13/20层,昌平区,南邵,兴昌佳苑,距昌平线南邵站1000米,13,20,1,1000
3561,1650,10,124954-C,3室1卫,13/20层,昌平区,南邵,兴昌佳苑,距昌平线南邵站1000米,13,20,1,1000
3562,1340,10,125131-B,3室1卫,5/6层,房山区,广阳城,小西庄回迁楼,距房山线广阳城站1300米,5,6,1,1300
3563,1430,15,125131-C,3室1卫,5/6层,房山区,广阳城,小西庄回迁楼,距房山线广阳城站1300米,5,6,1,1300
3564,1680,7,125523-B,3室1卫,13/16层,通州区,经海路,首开国风美仑,距亦庄线经海路站2550米,13,16,1,2550
3565,2110,14,125523-C,3室1卫,13/16层,通州区,经海路,首开国风美仑,距亦庄线经海路站2550米,13,16,1,2550
3566,3690,10,125719-B,2室1卫,3/6层,海淀区,牡丹园,花园东路16号院,"距10号线,19号线牡丹园站500米",3,6,2,500
3567,2120,10,129347-A,4室1卫,9/9层,顺义区,花梨坎,吉祥花园,距15号线花梨坎站450米,9,9,1,450
3568,3150,18,130093-B,2室1卫,3/6层,丰台区,菜户营,霍道口,距14号线东段菜户营站400米,3,6,1,400
3569,4630,36,11102-A,1室1卫,7/19层,朝阳区,双桥,华龙美树,距八通线双桥站350米,7,19,1,350
3570,1810,11,130320-B,3室1卫,9/16层,顺义区,石门,石景苑,距15号线石门站850米,9,16,1,850
3571,5510,59,11438-A,1室1卫,4/18层,丰台区,宋家庄,政馨园一区,"距5号线,10号线,亦庄线宋家庄站400米",4,18,3,400
3572,2970,10,131694-B,4室1卫,19/28层,海淀区,西二旗,回龙观新村西区,"距13号线,昌平线西二旗站1050米",19,28,2,1050
3573,2190,10,132355-D,4室1卫,5/12层,大兴区,高米店北,顺驰领海,距4号线大兴线高米店北站1000米,5,12,2,1000
3574,1900,10,132500-A,2室1卫,2/6层,通州区,通州北关,吉祥园,距6号线通州北关站900米,2,6,1,900
3575,1770,11,131519-D,4室1卫,4/7层,昌平区,昌平东关,金地家园,距昌平线昌平东关站750米,4,7,1,750
3576,2890,15,134754-C,4室1卫,9/15层,大兴区,西红门,世嘉博苑,距4号线大兴线西红门站250米,9,15,2,250
3577,7000,55,134823-A,1室1卫,14/14层,朝阳区,望京,南湖东园二区,"距14号线东段,15号线望京站250米",14,14,2,250
3578,2730,16,11818-C,4室1卫,9/12层,朝阳区,肖村,中海城圣朝菲,距亦庄线肖村站600米,9,12,1,600
3579,3070,19,135573-B,3室1卫,5/6层,朝阳区,黄渠,常营民族家园CDF区,距6号线黄渠站750米,5,6,1,750
3580,2210,17,135374-C,3室1卫,5/6层,通州区,通州北关,西潞苑小区,距6号线通州北关站1950米,5,6,1,1950
3581,2230,17,138222-A,3室1卫,4/6层,通州区,果园,玉带河西街,距八通线果园站850米,4,6,1,850
3582,2290,11,11483-C,3室1卫,1/28层,通州区,物资学院路,新建村小区,距6号线物资学院路站550米,1,28,1,550
3583,2270,9,139255-B,3室1卫,3/6层,东城区,景泰,定安里,距14号线东段景泰站450米,3,6,1,450
3584,1730,10,136367-A,3室1卫,6/19层,昌平区,南邵,兴昌佳苑,距昌平线南邵站1000米,6,19,1,1000
3585,2850,12,140150-A,3室1卫,3/6层,海淀区,农大南路,紫成嘉园,距16号线农大南路站1350米,3,6,1,1350
3586,1500,13,138322-A,4室1卫,2/6层,房山区,广阳城,天骄俊园,距房山线广阳城站750米,2,6,1,750
3587,2600,10,140849-D,4室1卫,14/15层,丰台区,首经贸,万年花城五区,"距10号线,房山线首经贸站650米",14,15,2,650
3588,1680,9,139531-C,3室1卫,5/6层,顺义区,石门,前进花园石门苑,距15号线石门站800米,5,6,1,800
3589,2570,9,139753-B,2室1卫,5/6层,石景山区,古城,古城南路,距1号线古城站500米,5,6,1,500
3590,2030,14,142843-B,4室1卫,17/20层,顺义区,顺义,金汉绿港三区,距15号线顺义站650米,17,20,1,650
3591,2060,11,142774-D,4室1卫,5/6层,大兴区,亦庄桥,贵园南里乙区,距亦庄线亦庄桥站700米,5,6,1,700
3592,2610,17,145040-C,3室1卫,7/11层,顺义区,石门,万科四季花城,距15号线石门站450米,7,11,1,450
3593,2650,11,12581-D,4室1卫,7/10层,昌平区,平西府,公园悦府,距8号线平西府站150米,7,10,1,150
3594,2990,12,13125-D,4室1卫,10/11层,海淀区,清河,怡美家园,距13号线上地站750米,10,11,1,750
3595,2020,15,148539-E,5室1卫,1/6层,房山区,广阳城,世茂维拉,距房山线广阳城站700米,1,6,1,700
3596,2650,23,13598-B,4室1卫,1/7层,大兴区,黄村西大街,星瑞家园,距4号线大兴线黄村西大街站600米,1,7,2,600
3597,1960,16,13598-C,4室1卫,1/7层,大兴区,黄村西大街,星瑞家园,距4号线大兴线黄村西大街站600米,1,7,2,600
3598,2580,12,13722-A,2室1卫,3/24层,丰台区,科怡路,南极星,距9号线科怡路站650米,3,24,1,650
3599,2780,16,153175-A,2室1卫,5/6层,昌平区,霍营,建材城东一里,"距8号线,13号线霍营站1350米",5,6,2,1350
3600,2550,12,153175-B,2室1卫,5/6层,昌平区,霍营,建材城东一里,"距8号线,13号线霍营站1350米",5,6,2,1350
3601,3160,15,13904-B,3室1卫,4/21层,朝阳区,青年路,朝阳无限芳菁苑,距6号线青年路站750米,4,21,1,750
3602,2810,12,153612-A,3室1卫,15/21层,丰台区,木樨园,南曦大厦,距8号线南段木樨园站400米,15,21,1,400
3603,2840,12,153612-C,3室1卫,15/21层,丰台区,木樨园,南曦大厦,距8号线南段木樨园站400米,15,21,1,400
3604,2500,13,155390-B,3室1卫,4/29层,通州区,北运河西,运河明珠家园,距6号线北运河西站300米,4,29,1,300
3605,2610,12,13370-B,3室1卫,22/26层,朝阳区,管庄,北京新天地,距八通线管庄站750米,22,26,1,750
3606,2400,8,156589-A,4室2卫,7/14层,通州区,通州北苑,M5朗峰,距八通线通州北苑站350米,7,14,1,350
3607,2590,18,14359-B,4室1卫,2/6层,朝阳区,双桥,双惠苑,距八通线双桥站500米,2,6,1,500
3608,3130,18,14293-B,3室1卫,10/12层,朝阳区,潘家园,潘家园小区,距10号线潘家园站1000米,10,12,1,1000
3609,2410,15,157047-A,2室0卫,13/31层,昌平区,昌平,石坊院,距昌平线昌平站600米,13,31,1,600
3610,2830,29,157047-B,2室0卫,13/31层,昌平区,昌平,石坊院,距昌平线昌平站600米,13,31,1,600
3611,2690,11,157135-C,3室1卫,2/6层,朝阳区,成寿寺,苇子坑1号院,距10号线成寿寺站200米,2,6,1,200
3612,3220,20,158275-A,2室1卫,5/28层,东城区,陶然桥,西罗园四区,距14号线东段陶然桥站750米,5,28,1,750
3613,2780,9,159289-B,2室1卫,3/6层,朝阳区,北工大西门,农光南路,距14号线东段北工大西门站600米,3,6,1,600
3614,2220,12,15106-C,4室1卫,3/9层,朝阳区,管庄,远洋一方润园,距八通线管庄站950米,3,9,1,950
3615,2660,21,18327-C,4室1卫,5/6层,昌平区,天通苑北,望都家园,距5号线天通苑北站3600米,5,6,1,3600
3616,2480,9,17544-D,4室1卫,4/4层,昌平区,回龙观,南店新村,距8号线育新站1100米,4,4,1,1100
3617,1960,12,18523-D,4室1卫,2/20层,顺义区,顺义,幸福东区,距15号线顺义站350米,2,20,1,350
3618,2100,14,18941-C,3室1卫,3/11层,顺义区,国展,翠竹新村,距15号线国展站1800米,3,11,1,1800
3619,2160,9,19626-C,3室1卫,10/24层,丰台区,樊羊路,花香东苑,距房山线樊羊路站450米,10,24,1,450
3620,2200,8,1675-A,4室1卫,6/15层,朝阳区,立水桥南,北苑家园莲葩园,距5号线立水桥南站650米,6,15,1,650
3621,1560,12,23527-B,4室2卫,10/11层,顺义区,俸伯,港馨家园东区,距15号线俸伯站3050米,10,11,1,3050
3622,3730,19,24461-A,3室1卫,1/6层,朝阳区,东大桥,芳草地西街,"距6号线,17号线东大桥站450米",1,6,2,450
3623,2970,14,24201-B,2室1卫,3/5层,朝阳区,褡裢坡,金星小区,距6号线褡裢坡站950米,3,5,1,950
3624,1430,8,24915-C,3室1卫,20/24层,房山区,良乡大学城,首创紫悦台,距房山线良乡大学城站550米,20,24,1,550
3625,2280,17,24931-B,5室2卫,6/6层,通州区,万盛东,绣江南,距7号线万盛东站350米,6,6,1,350
3626,2530,12,2559-B,3室1卫,27/28层,通州区,物资学院路,新建村小区,距6号线物资学院路站550米,27,28,1,550
3627,3130,22,23019-A,2室1卫,1/6层,昌平区,龙泽,二拨子新村西区,距13号线龙泽站1950米,1,6,1,1950
3628,1280,8,26589-A,3室1卫,6/6层,顺义区,俸伯,滨河小区,距15号线俸伯站1600米,6,6,1,1600
3629,1580,10,27995-B,4室1卫,6/6层,顺义区,石门,澜西园,距15号线石门站2200米,6,6,1,2200
3630,2200,15,28214-C,4室1卫,11/15层,朝阳区,东坝中街,金驹家园,距6号线褡裢坡站4200米,11,15,1,4200
3631,1740,11,28376-B,3室1卫,3/6层,昌平区,天通苑北,名流花园,距5号线天通苑北站2500米,3,6,1,2500
3632,1720,8,28803-A,4室1卫,19/23层,通州区,通州北关,富力惠兰美居,距6号线通州北关站3100米,19,23,1,3100
3633,1640,15,28986-B,3室1卫,12/16层,房山区,良乡大学城西,紫汇家园,距房山线良乡大学城西站550米,12,16,1,550
3634,1420,9,29079-D,5室1卫,6/21层,房山区,篱笆房,天资华府,距房山线篱笆房站1950米,6,21,1,1950
3635,1330,12,29954-C,3室1卫,4/6层,房山区,广阳城,小西庄回迁楼,距房山线广阳城站1300米,4,6,1,1300
3636,3040,8,26374-B,2室1卫,2/5层,海淀区,海淀五路居,西木小区,距6号线海淀五路居站350米,2,5,1,350
3637,1800,8,31179-B,3室1卫,10/20层,通州区,万盛西,大方居,距7号线万盛西站1350米,10,20,1,1350
3638,2080,16,32562-A,3室1卫,10/24层,通州区,通州北关,东潞苑,距6号线通州北关站2350米,10,24,1,2350
3639,2240,16,27334-A,4室1卫,5/6层,昌平区,龙泽,二拨子新村西区,距13号线龙泽站1950米,5,6,1,1950
3640,2050,17,28149-D,4室1卫,3/6层,通州区,通州北关,枫露花园,距6号线通州北关站2300米,3,6,1,2300
3641,2290,9,34945-C,4室1卫,14/21层,昌平区,朱辛庄,七燕路一号院,"距昌平线,8号线朱辛庄站450米",14,21,2,450
3642,3470,22,305-B,4室2卫,6/10层,朝阳区,常营,优点社区,距6号线常营站1050米,6,10,1,1050
3643,2080,10,3431-B,3室1卫,7/28层,朝阳区,管庄,管庄新村,距八通线管庄站600米,7,28,1,600
3644,4720,45,36201-A,1室1卫,10/15层,海淀区,永丰,友谊嘉园三期,距16号线永丰站2150米,10,15,1,2150
3645,1960,10,36823-B,2室1卫,6/6层,大兴区,枣园,滨河东里,距4号线大兴线枣园站850米,6,6,2,850
3646,3460,17,3440-D,4室1卫,1/7层,朝阳区,东湖渠,利泽西园,距14号线东段东湖渠站200米,1,7,1,200
3647,1290,12,38810-A,3室1卫,3/7层,房山区,星城,东亚朗悦居,距燕房线星城站50米,3,7,1,50
3648,2450,12,38829-B,3室1卫,4/16层,丰台区,新宫,德鑫嘉园二期,"距4号线大兴线,19号线新宫站700米",4,16,3,700
3649,2540,14,38829-C,3室1卫,4/16层,丰台区,新宫,德鑫嘉园二期,"距4号线大兴线,19号线新宫站700米",4,16,3,700
