价格,面积,编号,户型,楼层,位置1,位置2,小区,地铁
2890,13,1016-B,3室2卫,5/11层,朝阳区,高碑店,美丽亚洲假日花园,地铁：距八通线高碑店站650米
1900,10,124667-A,2室1卫,4/6层,通州区,梨园,葛布店东里,地铁：距八通线梨园站700米
8810,48,141534-A,1室1卫,23/34层,朝阳区,大望路,阳光100,"地铁：距1号线,14号线东段大望路站400米"
2140,9,12952-B,3室1卫,2/27层,朝阳区,褡裢坡,泰福苑二区,地铁：距6号线褡裢坡站700米
11260,76,144657-A,2室1卫,20/28层,海淀区,知春路,碧兴园,"地铁：距13号线,10号线知春路站250米"
9730,86,145264-A,2室1卫,2/28层,朝阳区,大郊亭,后现代城,地铁：距7号线大郊亭站650米
9730,88,146846-A,1室1卫,16/38层,朝阳区,大望路,soho现代城,"地铁：距1号线,14号线东段大望路站250米"
8130,61,148064-A,2室1卫,1/6层,海淀区,圆明园,厢白旗甲1号院,地铁：距4号线大兴线圆明园站1850米
4150,84,148207-A,2室1卫,4/6层,顺义区,顺义,双兴南区,地铁：距15号线顺义站1000米
9680,103,149586-A,2室1卫,19/28层,朝阳区,双井,百环家园,"地铁：距7号线,10号线双井站550米"
6530,41,150152-A,1室1卫,9/17层,海淀区,魏公村,私摩空间,地铁：距4号线大兴线魏公村站1050米
10550,93,147896-A,2室1卫,16/32层,朝阳区,大望路,soho现代城,"地铁：距1号线,14号线东段大望路站250米"
2970,15,30570-B,3室1卫,4/6层,朝阳区,东风北桥,酒仙桥三街坊,"地铁：距14号线东段,平谷线东风北桥站1350米"
2200,10,305-A,4室2卫,6/10层,朝阳区,常营,优点社区,地铁：距6号线常营站1050米
2180,12,71239-A,3室1卫,7/11层,朝阳区,孙河,康营小区6区,地铁：距15号线孙河站1050米
2260,8,129109-B,4室1卫,11/22层,丰台区,角门东,首座绿洲,地铁：距10号线角门东站750米
1260,7,46743-A,3室1卫,1/6层,顺义区,俸伯,彩俸南区,地铁：距15号线俸伯站1450米
2620,7,55179-A,2室1卫,22/24层,西城区,湾子,太平桥东里,地铁：距7号线湾子站550米
7480,71,145647-A,2室1卫,3/7层,朝阳区,四惠,慈云寺,"地铁：距1号线,八通线四惠站900米"
1330,14,47235-A,5室1卫,11/15层,房山区,良乡大学城西,瑞雪春堂,地铁：距房山线良乡大学城西站900米
1900,10,6843-C,5室1卫,6/6层,朝阳区,黄渠,常营民族家园CDF区,地铁：距6号线黄渠站750米
2190,11,118035-A,3室1卫,1/9层,顺义区,花梨坎,吉祥花园,地铁：距15号线花梨坎站450米
7760,65,9215-A,1室1卫,8/28层,朝阳区,东湖渠,博雅国际,地铁：距14号线东段东湖渠站400米
9660,88,146817-A,1室1卫,16/38层,朝阳区,大望路,soho现代城,"地铁：距1号线,14号线东段大望路站250米"
1290,12,27023-A,5室2卫,1/2层,房山区,阎村,天恒乐活城,地铁：距燕房线阎村站200米
1810,10,43394-C,4室1卫,2/5层,大兴区,西红门,宏盛家园,地铁：距4号线大兴线西红门站900米
3080,8,67620-B,2室1卫,11/11层,东城区,安定门,安外西河沿,地铁：距2号线安定门站300米
2350,9,132379-B,3室1卫,20/26层,朝阳区,褡裢坡,泰福苑二区,地铁：距6号线褡裢坡站700米
1490,11,34125-C,3室1卫,3/6层,通州区,通州北关,刘庄新村,地铁：距6号线通州北关站2700米
2580,10,34115-A,2室1卫,5/5层,东城区,景泰,永定门东街东里,地铁：距14号线东段景泰站900米
2490,12,36489-B,2室1卫,3/6层,石景山区,八角游乐园,八角中里,地铁：距1号线八角游乐园站900米
3960,51,37476-A,1室1卫,1/13层,通州区,北运河西,京艺天朗嘉园,地铁：距6号线北运河西站1300米
7460,93,144428-A,2室1卫,16/28层,朝阳区,北工大西门,周庄嘉园C区,地铁：距14号线东段北工大西门站1300米
2440,10,48376-C,4室1卫,7/27层,丰台区,方庄,芳城园一区,地铁：距14号线东段方庄站550米
,,,,,,,,
1660,9,67429-B,2室1卫,1/6层,顺义区,顺义,胜利小区,地铁：距15号线顺义站700米
1580,10,78052-B,3室1卫,4/5层,顺义区,顺义,建新北区,地铁：距15号线顺义站700米
2260,11,1147-A,7室3卫,1/8层,朝阳区,黄渠,柏林爱乐二期,地铁：距6号线黄渠站850米
1680,10,32835-A,3室1卫,5/6层,朝阳区,八里桥,西马庄园,地铁：距八通线八里桥站1150米
2080,11,4563-A,3室1卫,5/6层,朝阳区,孙河,康营小区,地铁：距15号线孙河站1000米
1850,14,447-E,8室2卫,6/6层,昌平区,天通苑南,天通苑东一区,地铁：距5号线天通苑南站1650米
3010,13,72888-B,2室1卫,4/6层,海淀区,田村,玉海园一里,地铁：距6号线田村站800米
2000,16,133781-B,4室1卫,3/6层,通州区,次渠,次渠怡芳园小区,"地铁：距亦庄线,17号线次渠站600米"
2110,8,18877-C,3室1卫,28/29层,朝阳区,北岗子,恒大华府,"地铁：距12号线,平谷线北岗子站700米"
3540,14,28438-D,5室1卫,3/8层,朝阳区,望京西,北京香颂,"地铁：距13号线,15号线望京西站550米"
1410,10,24767-A,3室1卫,6/6层,顺义区,俸伯,港馨家园西区,地铁：距15号线俸伯站3250米
4770,32,49724-A,1室1卫,3/9层,丰台区,公益西桥,三星庄园,地铁：距4号线大兴线公益西桥站1100米
,,,,,,,,
5630,46,18009-A,1室1卫,15/15层,东城区,景泰,华龙美晟,地铁：距14号线东段景泰站500米
4690,92,148494-A,1室1卫,8/20层,通州区,梨园,云景豪庭,地铁：距八通线梨园站600米
1380,12,22931-A,4室1卫,9/10层,顺义区,俸伯,港馨家园东区,地铁：距15号线俸伯站3050米
2520,12,4964-C,5室1卫,7/9层,朝阳区,四惠,通惠家园惠润园,"地铁：距1号线,八通线四惠站650米"
2560,10,132403-C,3室1卫,17/28层,朝阳区,北工大西门,周庄嘉园三期A区,地铁：距14号线东段北工大西门站1150米
2020,8,21490-C,4室1卫,12/26层,丰台区,樊羊路,花香东苑,地铁：距房山线樊羊路站450米
1900,11,32406-B,2室1卫,3/6层,大兴区,黄村西大街,双河南里,地铁：距4号线大兴线黄村西大街站1250米
7580,51,44134-A,1室1卫,12/14层,海淀区,长春桥,蜂鸟社区,"地铁：距10号线,12号线长春桥站650米"
5750,47,69383-A,1室1卫,1/6层,朝阳区,十里堡,石佛营西里,地铁：距6号线十里堡站1150米
2740,9,73392-A,3室1卫,10/24层,朝阳区,东风北桥,梵谷水郡,"地铁：距14号线东段,平谷线东风北桥站1800米"
2370,9,32231-A,3室1卫,8/11层,丰台区,草桥,草桥欣园四区,"地铁：距10号线,大兴机场线草桥站200米"
1670,12,46022-C,3室1卫,4/11层,通州区,通州北关,K2清水湾,地铁：距6号线通州北关站1950米
2440,10,53818-A,2室1卫,3/4层,石景山区,古城,古城南路,地铁：距1号线古城站500米
1860,17,116727-A,3室1卫,5/6层,通州区,九棵树,西营前街,地铁：距6号线北运河西站1900米
2650,15,122093-C,3室1卫,4/21层,丰台区,七里庄,望园东里,"地铁：距9号线,14号线西段七里庄站250米"
1850,10,25613-A,2室1卫,6/6层,通州区,通运门,中仓小区,地铁：距6号线通运门站250米
6140,35,37346-A,1室1卫,1/6层,朝阳区,红庙,光华路,"地铁：距1号线,14号线东段大望路站550米"
4840,60,64648-A,1室1卫,12/20层,朝阳区,管庄,杨闸新村,地铁：距八通线管庄站650米
1770,10,74533-A,4室1卫,4/6层,顺义区,石门,万科四季花城,地铁：距15号线石门站450米
6340,50,134871-A,1室1卫,4/6层,朝阳区,安华桥,德胜门外大街1号院,"地铁：距8号线,12号线安华桥站950米"
7300,38,17120-A,1室1卫,6/12层,朝阳区,青年路,小悦城中心,地铁：距6号线青年路站1350米
1110,22,21205-D,5室1卫,5/5层,房山区,阎村,绿城百合公寓桂雨苑,地铁：距燕房线阎村站1000米
2180,10,32218-A,3室1卫,3/6层,朝阳区,黄渠,常营民族家园CDF区,地铁：距6号线黄渠站750米
5010,48,53079-A,1室1卫,1/6层,朝阳区,黄渠,荟康苑,地铁：距6号线黄渠站800米
1800,9,135866-C,3室1卫,1/7层,通州区,通州北关,永顺东里2号院,地铁：距6号线通州北关站800米
2530,15,45355-C,4室1卫,1/20层,朝阳区,褡裢坡,福盈家园2号院,地铁：距6号线褡裢坡站550米
5070,51,124780-A,1室1卫,1/23层,朝阳区,传媒大学,北花园小区,地铁：距八通线传媒大学站600米
2290,15,29839-B,3室1卫,6/6层,朝阳区,常营,连心园西区,地铁：距6号线常营站800米
1930,11,46461-C,3室1卫,2/6层,通州区,果园,翠屏北里东区,地铁：距八通线果园站400米
1930,14,132454-A,3室1卫,4/6层,通州区,果园,北机家属院,地铁：距八通线果园站900米
1710,10,25041-C,3室1卫,6/30层,通州区,土桥,华远铭悦,地铁：距八通线土桥站950米
1660,9,26559-B,3室1卫,19/29层,通州区,通运门,京贸国际城东区,地铁：距6号线通运门站2400米
2150,24,391-E,7室2卫,6/6层,昌平区,天通苑东,天通苑东二区,地铁：距17号线天通苑东站650米
1880,9,45762-B,3室1卫,3/7层,通州区,果园,达富苑,地铁：距八通线果园站250米
2320,13,64226-D,5室1卫,3/6层,大兴区,亦庄桥,星岛假日,地铁：距亦庄线亦庄桥站200米
2080,8,19279-C,3室1卫,15/25层,丰台区,樊羊路,花香东苑,地铁：距房山线樊羊路站450米
1810,16,22883-A,4室1卫,4/6层,通州区,土桥,小街之春,地铁：距八通线土桥站550米
2060,10,27067-A,3室1卫,26/31层,朝阳区,平房村,金隅汇景苑,"地铁：距14号线东段,平谷线东风北桥站4500米"
5370,48,44011-A,1室1卫,1/16层,朝阳区,传媒大学,北花园小区,地铁：距八通线传媒大学站600米
3180,23,62649-D,4室1卫,24/25层,朝阳区,四惠,力源里,"地铁：距1号线,八通线四惠站250米"
2450,9,133157-B,3室1卫,5/6层,朝阳区,四惠东,康家园,"地铁：距1号线,八通线四惠东站300米"
2160,13,18410-C,4室1卫,1/18层,大兴区,瀛海,南海家园二里,地铁：距亦庄线荣昌东街站3500米
2410,16,68210-A,3室1卫,1/6层,朝阳区,常营,连心园西区,地铁：距6号线常营站800米
1460,15,67964-B,4室1卫,5/6层,顺义区,俸伯,滨河小区,地铁：距15号线俸伯站1600米
2200,34,36659-E,5室1卫,6/7层,昌平区,天通苑东,天通苑东三区,地铁：距5号线天通苑南站2250米
1710,9,146096-B,2室1卫,4/6层,通州区,梨园,葛布店东里,地铁：距八通线梨园站700米
1170,11,25912-B,3室1卫,5/8层,房山区,星城,东亚朗悦居,地铁：距燕房线星城站50米
2070,11,27928-A,4室1卫,5/28层,朝阳区,小红门,鸿博家园二期F区,地铁：距亦庄线小红门站550米
4360,60,47252-A,1室1卫,5/6层,通州区,果园,西总屯,地铁：距八通线果园站550米
,,,,,,,,
9120,82,69566-A,1室1卫,11/22层,朝阳区,望京,望京西园三区,"地铁：距14号线东段,15号线望京站600米"
1850,11,119252-A,2室1卫,2/6层,通州区,临河里,梨园东里,地铁：距八通线临河里站1050米
2380,20,138150-A,4室1卫,4/6层,通州区,通州北关,西潞苑小区,地铁：距6号线通州北关站1950米
3820,19,33925-B,4室1卫,22/22层,朝阳区,望京,望京西园三区,"地铁：距14号线东段,15号线望京站600米"
1900,11,42974-A,5室1卫,23/30层,通州区,九棵树,玉兰湾,地铁：距八通线梨园站900米
1540,8,43928-A,3室1卫,2/6层,通州区,万盛东,群芳三园,地铁：距7号线万盛东站1100米
1940,8,48653-C,4室1卫,4/28层,朝阳区,平房村,金隅汇景苑,"地铁：距14号线东段,平谷线东风北桥站4500米"
1760,9,152302-A,2室1卫,16/23层,通州区,土桥,华远铭悦,地铁：距八通线土桥站950米
5930,41,153116-A,1室1卫,5/15层,西城区,积水潭,五月华庭,"地铁：距2号线,19号线积水潭站500米"
1910,13,29649-A,3室1卫,3/11层,通州区,北运河西,阳光好东东,地铁：距6号线北运河西站1150米
3900,45,48264-A,1室1卫,1/27层,通州区,次渠南,次渠家园东里8区,地铁：距亦庄线次渠南站700米
3820,21,53314-A,2室1卫,22/24层,昌平区,天通苑,天通苑西三区,地铁：距5号线天通苑站350米
2340,11,5767-A,3室1卫,1/9层,朝阳区,星火,姚家园西里2号院,"地铁：距3号线,20号线星火站400米"
3240,15,68830-B,2室1卫,3/8层,朝阳区,星火,金隅凤麟洲,"地铁：距3号线,20号线星火站550米"
3080,9,10422-B,2室1卫,1/5层,朝阳区,金台夕照,呼家楼新街大院,地铁：距10号线金台夕照站600米
1870,9,129114-B,2室1卫,22/26层,通州区,土桥,华远铭悦,地铁：距八通线土桥站950米
1600,13,26998-B,3室1卫,6/6层,通州区,通州北关,潞苑嘉园,地铁：距6号线通州北关站2050米
1420,12,33217-B,5室2卫,6/7层,通州区,通运门,新潮嘉园二期,地铁：距6号线通运门站4150米
2450,15,3407-A,3室1卫,1/6层,朝阳区,草房,连心园东区,地铁：距6号线草房站500米
3010,11,41831-C,3室1卫,1/32层,朝阳区,九龙山,易构空间,"地铁：距7号线,14号线东段九龙山站700米"
2370,8,42949-B,3室1卫,2/16层,丰台区,宋家庄,方泽园,"地铁：距5号线,10号线,亦庄线宋家庄站1050米"
5270,47,63570-A,1室1卫,3/6层,朝阳区,北工大西门,双龙南里,地铁：距14号线东段北工大西门站450米
,,,,,,,,
,,,,,,,,
1350,13,136638-D,4室1卫,8/15层,房山区,良乡大学城西,瑞雪春堂,地铁：距房山线良乡大学城西站900米
2390,8,1549-C,3室1卫,17/24层,朝阳区,十里堡,晨光家园,地铁：距6号线十里堡站550米
1970,10,25456-A,3室1卫,5/13层,朝阳区,东坝中街,北京城建福润四季,地铁：距3号线东坝中街站2800米
2210,10,7026-B,4室1卫,2/18层,朝阳区,草房,保利嘉园1号院,地铁：距6号线草房站950米
2030,13,72942-A,4室1卫,9/13层,丰台区,和义,世界之花,地铁：距亦庄线肖村站2800米
1570,10,75926-A,4室1卫,4/6层,大兴区,黄村西大街,观音寺小区,地铁：距4号线大兴线黄村西大街站1500米
2330,9,151027-A,3室1卫,12/16层,丰台区,宋家庄,方泽园,"地铁：距5号线,10号线,亦庄线宋家庄站1050米"
7220,78,18769-A,2室1卫,16/28层,朝阳区,北苑路北,恒大名都,地铁：距5号线北苑路北站1200米
2200,9,21495-A,3室1卫,20/22层,丰台区,樊羊路,花香东苑,地铁：距房山线樊羊路站450米
1960,13,27608-C,4室1卫,6/6层,通州区,通州北苑,新华西街55号院,地铁：距八通线通州北苑站900米
,,,,,,,,
1460,10,37111-A,3室1卫,5/6层,通州区,通州北关,王家场,地铁：距6号线通州北关站2000米
2670,10,43900-B,2室1卫,1/5层,朝阳区,传媒大学,定福庄西街,地铁：距八通线传媒大学站350米
2310,13,54783-B,3室1卫,1/11层,朝阳区,孙河,康营小区17区,地铁：距15号线孙河站1450米
4200,54,57499-A,1室1卫,12/19层,通州区,物资学院路,金地格林格林,地铁：距6号线物资学院路站2950米
1670,13,135777-C,3室1卫,1/15层,通州区,通州北关,西潞苑小区,地铁：距6号线通州北关站1950米
3550,14,20797-D,5室1卫,11/27层,朝阳区,三元桥,国际港,"地铁：距10号线,12号线,机场线三元桥站300米"
2240,18,21050-D,4室1卫,4/7层,昌平区,天通苑东,天通苑东二区,地铁：距17号线天通苑东站650米
1640,13,22203-C,4室1卫,4/6层,昌平区,天通苑北,蓬莱公寓东区,地铁：距5号线天通苑北站4550米
2030,12,23111-D,4室1卫,1/18层,通州区,次渠南,次渠南里,地铁：距亦庄线次渠南站700米
1800,19,377-B,5室2卫,3/6层,通州区,果园,新华联家园南区,地铁：距八通线果园站650米
3640,49,35966-A,1室1卫,17/21层,丰台区,张郭庄,红山郡,地铁：距14号线西段张郭庄站1750米
6960,40,44907-A,1室1卫,5/6层,朝阳区,潘家园,潘家园小区,地铁：距10号线潘家园站1000米
1620,8,49740-B,3室1卫,4/6层,通州区,果园,后南仓,地铁：距八通线果园站1050米
6590,42,57127-A,1室1卫,16/18层,西城区,木樨地,木樨地北里,地铁：距1号线木樨地站300米
2860,10,1200-B,3室1卫,7/12层,朝阳区,光熙门,西坝河中里,地铁：距13号线光熙门站900米
2220,21,137628-B,2室1卫,1/6层,通州区,通州北苑,北苑15号院,地铁：距八通线通州北苑站700米
1870,9,12412-B,2室1卫,4/6层,朝阳区,八里桥,温泉北里,地铁：距八通线八里桥站1800米
1640,9,144291-B,3室1卫,4/6层,通州区,通运门,河畔丽景,地铁：距6号线通运门站1900米
2010,15,1763-G,8室2卫,6/6层,昌平区,天通苑东,天通苑东二区,地铁：距17号线天通苑东站650米
2900,9,21305-B,2室1卫,3/4层,朝阳区,红庙,延静里中街,"地铁：距6号线,14号线东段金台路站800米"
2070,8,21706-C,3室1卫,26/27层,丰台区,樊羊路,花香东苑,地铁：距房山线樊羊路站450米
6410,47,65199-A,1室1卫,6/6层,海淀区,花园桥,岭南路26号院,地铁：距6号线花园桥站700米
2430,11,78818-A,4室1卫,4/12层,丰台区,方庄,芳星园三区,地铁：距14号线东段方庄站650米
1600,10,140916-B,3室1卫,1/11层,昌平区,昌平东关,随园,地铁：距昌平线昌平东关站1000米
2550,9,16787-D,4室1卫,8/14层,朝阳区,百子湾,沿海赛洛城,地铁：距7号线百子湾站650米
,,,,,,,,
1760,5,27620-C,4室1卫,5/29层,朝阳区,北岗子,恒大华府,"地铁：距12号线,平谷线北岗子站700米"
4030,50,56511-A,1室1卫,9/24层,通州区,通州北苑,鼎晟国际,地铁：距八通线通州北苑站1050米
,,,,,,,,
6260,43,63336-A,1室1卫,1/6层,海淀区,北沙滩,二里庄小区,地铁：距15号线北沙滩站650米
2780,9,67527-B,2室1卫,4/6层,朝阳区,平乐园,平乐园,地铁：距14号线东段平乐园站450米
1850,14,67923-A,2室1卫,1/6层,通州区,土桥,小街之春,地铁：距八通线土桥站550米
2500,11,7554-C,5室1卫,17/31层,朝阳区,传媒大学,珠江绿洲家园,地铁：距八通线传媒大学站550米
1840,12,122025-B,2室1卫,4/6层,通州区,梨园,云景西里,地铁：距八通线梨园站750米
2320,11,33814-B,4室1卫,2/5层,昌平区,回龙观东大街,龙锦苑东五区,地铁：距8号线回龙观东大街站1050米
2600,7,51049-A,3室1卫,4/6层,朝阳区,金台路,秀水园,"地铁：距6号线,14号线东段金台路站450米"
1580,11,57180-B,3室1卫,2/6层,通州区,万盛东,群芳三园,地铁：距7号线万盛东站1100米
5280,69,64684-A,1室1卫,14/14层,丰台区,宋家庄,日新家园,"地铁：距5号线,10号线,亦庄线宋家庄站650米"
2550,12,7554-D,5室1卫,17/31层,朝阳区,传媒大学,珠江绿洲家园,地铁：距八通线传媒大学站550米
2220,9,81279-B,4室1卫,1/21层,丰台区,首经贸,首经贸中街1号院,"地铁：距10号线,房山线首经贸站450米"
2210,11,120069-B,4室1卫,5/21层,石景山区,八宝山,重聚园,地铁：距1号线八宝山站1600米
6530,36,145811-A,1室1卫,4/5层,海淀区,魏公村,民族大学家属院,地铁：距4号线大兴线魏公村站1000米
1930,8,19934-B,4室1卫,10/24层,丰台区,樊羊路,花香东苑,地铁：距房山线樊羊路站450米
1410,12,29858-C,3室1卫,6/6层,房山区,良乡大学城西,鸿顺园西区,地铁：距房山线良乡大学城西站350米
5980,41,48764-A,1室1卫,4/6层,海淀区,军事博物馆,乔建里,"地铁：距1号线,9号线军事博物馆站650米"
2180,11,54253-A,4室1卫,6/6层,通州区,物资学院路,新建村小区,地铁：距6号线物资学院路站550米
1650,10,79776-B,3室1卫,3/6层,通州区,土桥,小街之春,地铁：距八通线土桥站550米
2570,12,13119-A,3室1卫,1/18层,朝阳区,十里堡,石佛营东里,地铁：距6号线十里堡站1400米
1540,8,17342-A,4室1卫,6/6层,顺义区,石门,前进花园石门苑,地铁：距15号线石门站800米
1620,10,27714-B,3室1卫,1/10层,昌平区,南邵,兴昌佳苑,地铁：距昌平线南邵站1000米
2470,11,29075-C,3室1卫,4/14层,朝阳区,褡裢坡,美然动力A2区,地铁：距6号线褡裢坡站350米
1980,13,33020-B,4室1卫,6/6层,朝阳区,小红门,燕归宁馨园,地铁：距亦庄线小红门站1200米
2140,18,39263-A,2室1卫,6/6层,通州区,九棵树,西营前街,地铁：距6号线北运河西站1900米
1670,7,47751-B,4室1卫,19/23层,通州区,梨园,园景东区,地铁：距八通线梨园站150米
,,,,,,,,
2830,10,64888-C,3室1卫,21/28层,朝阳区,劲松,华腾园,地铁：距10号线劲松站450米
3940,38,71627-A,1室1卫,12/18层,丰台区,和义,世界之花,地铁：距亦庄线肖村站2800米
8150,53,123984-A,2室1卫,3/5层,朝阳区,惠新西街南口,惠新里,"地铁：距5号线,10号线惠新西街南口站500米"
1730,8,131096-B,2室1卫,1/6层,通州区,梨园,玉桥南里,地铁：距八通线梨园站1350米
2370,17,18211-A,3室1卫,1/6层,朝阳区,常营,管庄东里,地铁：距6号线常营站700米
2740,15,19383-A,2室1卫,3/4层,朝阳区,常营,连心园西区,地铁：距6号线常营站800米
2460,12,31833-B,5室1卫,5/10层,昌平区,朱辛庄,领秀慧谷C区,"地铁：距昌平线,8号线朱辛庄站900米"
1960,12,42651-C,3室1卫,3/6层,通州区,北运河西,BOBO自由城,地铁：距6号线北运河西站800米
2820,12,4439-B,3室1卫,28/28层,朝阳区,东风北桥,梵谷水郡,"地铁：距14号线东段,平谷线东风北桥站1800米"
6240,49,56924-A,1室1卫,3/6层,朝阳区,潘家园,华威北里,地铁：距10号线潘家园站350米
3310,22,571-C,4室2卫,1/12层,昌平区,天通苑,天通苑北一区,地铁：距5号线天通苑站350米
3440,19,79308-B,2室1卫,4/6层,朝阳区,劲松,农光东里,地铁：距10号线劲松站700米
,,,,,,,,
2060,9,26431-D,4室1卫,1/6层,朝阳区,黄渠,常营民族家园CDF区,地铁：距6号线黄渠站750米
1230,16,36775-D,4室1卫,6/6层,房山区,星城,燕化星城健德一里,地铁：距燕房线星城站450米
4520,60,59850-A,1室1卫,12/20层,大兴区,西红门,鸿坤理想城大满贯,地铁：距4号线大兴线西红门站1250米
2290,11,60716-A,3室1卫,4/6层,通州区,物资学院路,新建村小区,地铁：距6号线物资学院路站550米
2450,9,61932-A,3室1卫,5/23层,丰台区,角门西,明日嘉园,"地铁：距10号线,4号线大兴线角门西站450米"
5960,52,64817-A,1室1卫,18/21层,朝阳区,青年路,朝阳无限芳菁苑,地铁：距6号线青年路站750米
1800,10,70717-C,3室1卫,4/15层,朝阳区,东坝中街,金泽家园B区,地铁：距6号线褡裢坡站3700米
1830,13,72084-C,4室1卫,5/6层,通州区,九棵树,翠屏南里,地铁：距八通线果园站1100米
2660,11,76543-A,2室1卫,1/6层,石景山区,八宝山,鲁谷74号院,地铁：距1号线八宝山站800米
1920,13,75138-B,2室1卫,4/6层,通州区,北运河西,农行家属院,地铁：距6号线北运河西站550米
1840,9,115567-C,3室1卫,7/21层,大兴区,瀛海,北京城建瀛海兴悦居,地铁：距8号线南段瀛海站650米
6650,69,123871-A,1室1卫,11/12层,海淀区,田村,熙湖小区,地铁：距6号线田村站1100米
3980,54,15595-A,1室1卫,20/21层,通州区,物资学院路,悦澜水岸家园,地铁：距6号线物资学院路站2350米
2510,11,18256-C,5室2卫,22/27层,丰台区,方庄,芳星园一区,地铁：距14号线东段方庄站600米
2080,8,19152-A,3室1卫,28/29层,朝阳区,北岗子,恒大江湾,"地铁：距12号线,平谷线北岗子站800米"
2300,15,19467-B,3室1卫,6/6层,朝阳区,常营,连心园西区,地铁：距6号线常营站800米
2210,12,26504-A,4室1卫,19/21层,朝阳区,小红门,鸿博家园二期D区,地铁：距亦庄线小红门站450米
