price_aprox_usd,surface_covered_in_m2,lat,lon,neighborhood
379342.68,145.0,19.405298,-99.164986,Cuauhtémoc
215698.46,85.0,19.389791,-99.164696,Benito Juárez
194939.99,90.0,23.634501,-102.552788,Miguel Hidalgo
379342.68,273.0,19.327168,-99.224525,La Magdalena Contreras
47681.26,65.0,19.305233,-99.12269,Coyoacán
76922.26,90.0,19.305561,-99.171219,Coyoacán
77449.13,64.0,19.395835,-99.135191,Benito Juárez
47417.83,70.0,19.473002,-99.182225,Azcapotzalco
34085.69,70.0,19.374721,-99.140098,Benito Juárez
104740.72,64.0,19.44396,-99.154836,Cuauhtémoc
81664.04,100.0,19.382094,-99.144152,Benito Juárez
37943.26,59.0,19.49141,-99.092897,Gustavo A. Madero
84630.08,65.0,19.403193,-99.155647,Cuauhtémoc
35511.11,55.0,19.352219,-99.157096,Coyoacán
102741.17,68.0,19.472155,-99.161186,Azcapotzalco
239625.03,,19.4323327,-99.1695707,Cuauhtémoc
31619.38,51.0,19.446823,-99.130394,Cuauhtémoc
326338.0,92.0,19.392937,-99.263313,Cuajimalpa de Morelos
52686.48,60.0,,,Azcapotzalco
196040.19,90.0,19.367424,-99.185753,Benito Juárez
33297.85,68.0,19.398794,-99.096016,Iztacalco
35563.37,,,,Iztapalapa
161907.07,78.0,,,Benito Juárez
39887.51,70.0,19.38828,-99.195529,Álvaro Obregón
28503.38,48.0,19.360243,-99.089453,Iztapalapa
256533.88,126.0,19.3605334,-99.2267067,Álvaro Obregón
102763.0,70.0,19.3934821,-99.137825,Benito Juárez
214665.8,89.0,19.400004,-99.16735,Benito Juárez
45521.12,69.0,19.343679,-99.035354,Iztapalapa
152790.8,100.0,19.394358,-99.177444,Benito Juárez
43908.91,70.0,19.426948,-99.106956,Venustiano Carranza
213430.86,90.0,,,Benito Juárez
71653.61,98.0,19.32469,-99.039146,Iztapalapa
43729.78,,19.3699399082,-99.2918157578,Cuajimalpa de Morelos
135140.83,114.0,19.418213,-99.135169,Cuauhtémoc
45802.09,90.0,19.456439,-99.144414,Cuauhtémoc
41885.75,65.0,19.317158,-99.08683,Iztapalapa
64155.64,849.0,19.378483,-99.197672,Álvaro Obregón
264047.79,94.0,19.430937,-99.169525,Cuauhtémoc
77148.81,63.0,19.417923,-99.148384,Cuauhtémoc
52698.97,95.0,19.4563018802,-99.1472809017,Cuauhtémoc
65858.1,60.0,19.438863,-99.172203,Miguel Hidalgo
237089.17,64.0,19.436024,-99.15461,Cuauhtémoc
103942.38,,19.4685547,-99.1600606,Azcapotzalco
7825.79,49.0,19.2834536638,-99.0548023582,Tláhuac
99682.82,90.0,19.302083,-99.230478,Tlalpan
63223.78,80.0,19.301865,-99.108429,Coyoacán
63223.78,117.0,19.441809,-99.156423,Cuauhtémoc
44572.76,65.0,19.457982,-99.19269,Miguel Hidalgo
30828.9,60.0,,,Cuauhtémoc
91411.04,153.0,19.377523,-99.193103,Álvaro Obregón
237089.17,250.0,19.3115869,-99.1539178,Coyoacán
63697.95,52.0,19.446053,-99.138863,Cuauhtémoc
39524.23,53.0,,,Xochimilco
74762.12,50.0,19.308287,-99.146309,Coyoacán
32772.44,60.0,19.408758,-99.129474,Cuauhtémoc
21795.5,54.0,19.45178,-99.15709,Cuauhtémoc
35826.8,60.0,19.461256,-99.133059,Cuauhtémoc
35458.0,50.0,19.302588,-99.048903,Tláhuac
26900.66,54.0,19.509401,-99.203751,Azcapotzalco
32665.61,60.0,19.395629,-99.192146,Álvaro Obregón
210745.93,162.0,19.362824,-99.266178,Álvaro Obregón
61679.64,80.0,19.39942,-99.141673,Benito Juárez
40129.71,70.0,,,Gustavo A. Madero
24316.73,65.0,19.439648,-99.08268,Venustiano Carranza
39514.86,52.0,19.442254,-99.149556,Cuauhtémoc
63223.78,90.0,19.4418,-99.156425,Cuauhtémoc
115937.75,82.0,19.382013,-99.188522,Benito Juárez
69019.29,100.0,19.386852,-99.194748,Álvaro Obregón
31436.28,60.0,19.354509,-99.149765,Coyoacán
55847.67,65.0,19.465454,-99.162665,Azcapotzalco
289775.66,158.0,19.350505,-99.299062,Cuajimalpa de Morelos
31619.38,60.0,19.4186657,-99.1450748,Cuauhtémoc
92728.21,100.0,19.400876,-99.161186,Benito Juárez
218648.9,98.0,19.432657,-99.177444,Miguel Hidalgo
28474.93,75.0,19.44365,-99.141269,Cuauhtémoc
202891.06,100.0,19.302678,-99.170213,Coyoacán
46954.78,70.0,19.359901,-99.189606,Álvaro Obregón
79029.72,70.0,19.430525,-99.172792,Cuauhtémoc
36037.55,,19.5045817172,-99.1529577971,Gustavo A. Madero
8693.26,50.0,19.3016532399,-99.040979594,Tláhuac
216541.44,99.0,19.367424,-99.185753,Benito Juárez
82683.53,90.0,19.371132,-99.173156,Benito Juárez
40568.59,63.0,,,Tláhuac
237089.17,120.0,19.376589,-99.153107,Benito Juárez
57055.44,120.0,19.377169,-99.187643,Benito Juárez
110667.85,70.0,19.473623,-99.124863,Gustavo A. Madero
142253.5,82.0,19.329553,-99.139745,Coyoacán
31980.69,,19.4261250552,-99.0608882904,Venustiano Carranza
46006.19,55.0,19.4105829791,-99.066362679,Iztacalco
44141.21,75.0,19.470991,-99.168165,Azcapotzalco
31611.89,86.0,19.2609627863,-99.1195575893,Xochimilco
116044.09,64.0,19.3733676,-99.1337252,Benito Juárez
89567.02,64.0,19.410307,-99.065399,Iztacalco
74539.41,80.0,19.367307,-99.141429,Benito Juárez
39514.86,57.0,19.346281,-99.079687,Iztapalapa
29504.43,54.0,23.634501,-102.552788,Tláhuac
118070.41,107.0,19.39868,-99.132459,Benito Juárez
310946.67,,19.3580326,-99.1895044,Álvaro Obregón
29315.91,60.0,19.401209,-99.115341,Iztacalco
46639.44,60.0,19.449634,-99.133323,Cuauhtémoc
120652.04,90.0,19.400959,-99.162199,Benito Juárez
350000.0,171.0,19.4284521912,-99.1680693626,Cuauhtémoc
52646.27,48.0,19.451682,-99.126111,Cuauhtémoc
212780.02,,19.4323327,-99.1695707,Cuauhtémoc
94308.8,57.0,19.298168,-99.113106,Tlalpan
44794.13,57.0,,,Venustiano Carranza
60326.02,80.0,19.383251,-99.105499,Iztacalco
44783.51,50.0,19.317698,-99.061256,Iztapalapa
59799.15,90.0,19.385867,-99.148503,Benito Juárez
23714.54,43.0,,,Iztapalapa
75375.18,80.0,19.465454,-99.162665,Azcapotzalco
98523.72,80.0,19.443357,-99.207884,Miguel Hidalgo
134350.53,54.0,19.33225,-99.244048,Álvaro Obregón
40041.72,75.0,19.474655,-99.189277,Azcapotzalco
101392.83,64.0,19.3706856,-99.1409936,Benito Juárez
32929.05,43.0,19.438054,-99.126348,Cuauhtémoc
68546.69,120.0,19.383446,-99.137643,Benito Juárez
109387.26,64.0,19.394073,-99.153915,Benito Juárez
132032.32,80.0,19.380465,-99.154459,Benito Juárez
225450.73,93.0,19.358585,-99.185753,Álvaro Obregón
39773.02,70.0,19.321156,-99.133879,Coyoacán
54279.94,85.0,19.281423,-99.141801,Xochimilco
27081.01,60.0,19.452689,-99.117987,Venustiano Carranza
241993.7,64.0,19.409369,-99.171906,Cuauhtémoc
204423.55,80.0,19.376222,-99.159994,Benito Juárez
55074.92,70.0,19.399671,-99.09683,Iztacalco
121178.91,68.0,19.382013,-99.188522,Benito Juárez
78523.95,61.0,19.2990233,-99.0436467,Tláhuac
55847.67,70.0,19.436561,-99.15195,Cuauhtémoc
38091.59,80.0,19.445744,-99.174986,Miguel Hidalgo
42149.18,67.0,19.473632,-99.122532,Gustavo A. Madero
379342.68,145.0,19.405298,-99.164986,Cuauhtémoc
29082.93,69.0,19.455641,-99.137279,Cuauhtémoc
31980.69,90.0,,,Miguel Hidalgo
46375.1,70.0,19.39617,-99.13791,Benito Juárez
104846.1,88.0,19.406622,-99.124168,Venustiano Carranza
215619.43,,19.3919636,-99.1485267,Benito Juárez
40051.22,45.0,19.368441,-99.153442,Benito Juárez
35475.6,70.0,19.455894,-99.18355,Miguel Hidalgo
354137.13,180.0,19.405298,-99.164986,Cuauhtémoc
287443.94,112.0,19.4061391,-99.1743656,Cuauhtémoc
184402.69,86.0,19.394073,-99.153915,Benito Juárez
60402.72,46.0,,,Azcapotzalco
156958.3,96.0,19.341894,-99.224525,Álvaro Obregón
34246.21,47.0,19.372936,-99.051808,Iztapalapa
225888.9,91.0,19.3924296,-99.1584618,Benito Juárez
342462.14,141.0,,,Coyoacán
45035.87,65.0,19.440749,-99.141649,Cuauhtémoc
227710.98,115.0,19.374036,-99.153362,Benito Juárez
34509.64,50.0,19.291594,-99.052963,Tláhuac
26817.42,42.0,19.371211,-99.025197,Iztapalapa
166805.4,100.0,19.361036,-99.142745,Benito Juárez
33200.35,55.0,19.3324283,-99.0612554,Iztapalapa
233576.56,,19.3626004,-99.1577978,Benito Juárez
76079.28,90.0,19.404442,-99.162688,Cuauhtémoc
84298.37,75.0,19.3731619,-99.1303962,Iztapalapa
78502.86,75.0,19.401819,-99.184615,Miguel Hidalgo
42676.05,61.0,19.416834,-99.101603,Venustiano Carranza
207057.88,80.0,19.375972,-99.159974,Benito Juárez
102738.64,50.0,19.471399,-99.135734,Gustavo A. Madero
38206.75,48.0,19.416306029,-99.1460050642,Cuauhtémoc
34562.33,65.0,19.317534,-99.058491,Iztapalapa
51966.04,,19.4879642,-99.1093534,Gustavo A. Madero
13171.62,44.0,19.516454,-99.127267,Gustavo A. Madero
279304.58,113.0,19.4195256,-99.162549,Cuauhtémoc
147522.15,60.0,19.394638,-99.186447,Benito Juárez
29142.53,85.0,19.451919,-99.131919,Cuauhtémoc
69151.0,56.0,19.376478,-99.127012,Iztapalapa
156481.71,52.0,19.405298,-99.164986,Cuauhtémoc
51369.32,,19.3237251,-99.1053825,Coyoacán
129639.48,65.0,19.392172,-99.154625,Benito Juárez
233177.2,98.0,19.407187,-99.172405,Cuauhtémoc
37059.67,57.0,19.379571,-99.146668,Benito Juárez
121800.61,67.0,19.446829,-99.159454,Cuauhtémoc
289844.37,141.0,19.3910737,-99.1657372,Benito Juárez
107445.28,120.0,19.408904,-99.174556,Cuauhtémoc
126477.54,74.0,19.444584,-99.174675,Miguel Hidalgo
54306.38,110.0,19.33247,-99.144753,Coyoacán
72829.58,80.0,19.339013,-99.182597,Coyoacán
54251.75,70.0,19.281423,-99.141801,Tlalpan
151773.05,85.0,19.350054,-99.123847,Coyoacán
98787.15,75.0,19.293424,-99.221828,Tlalpan
55158.22,80.0,19.454332,-99.200287,Miguel Hidalgo
161032.26,64.0,19.380747,-99.155304,Benito Juárez
33930.09,45.0,19.301945,-99.049533,Tláhuac
306444.55,95.0,19.4157753,-99.165401,Cuauhtémoc
146184.86,80.0,19.383943,-99.173906,Benito Juárez
242357.82,89.0,19.429263,-99.173446,Cuauhtémoc
51393.55,70.0,19.48888,-99.179278,Azcapotzalco
130110.22,60.0,19.391834,-99.188695,Benito Juárez
53073.5,84.0,19.442152,-99.18603,Miguel Hidalgo
46943.65,60.0,19.359901,-99.189606,Álvaro Obregón
176584.01,82.0,19.3427189674,-99.2225289345,Álvaro Obregón
90866.63,60.0,19.373493,-99.189857,Benito Juárez
74287.94,80.0,19.485524,-99.210631,Azcapotzalco
51632.75,50.0,19.392025,-99.135302,Miguel Hidalgo
64558.53,70.0,19.416195,-99.157971,Cuauhtémoc
68492.42,50.0,19.287188,-99.170525,Tlalpan
66400.71,90.0,19.36269,-99.150565,Benito Juárez
37575.84,80.0,19.452015,-99.146021,Cuauhtémoc
8904.01,47.0,19.445945116,-99.1287535429,Cuauhtémoc
57389.18,66.0,19.44821,-99.173939,Miguel Hidalgo
300384.17,130.0,19.437021,-99.2094141,Miguel Hidalgo
43907.7,75.0,19.426948,-99.106956,Venustiano Carranza
43213.16,63.0,19.298168,-99.113106,Tlalpan
107347.81,85.0,19.309208,-99.171906,Coyoacán
52686.48,70.0,19.453691,-99.180039,Miguel Hidalgo
172033.96,145.0,23.634501,-102.552788,Benito Juárez
309680.27,105.0,19.355921,-99.180214,Álvaro Obregón
53173.26,41.0,,,Gustavo A. Madero
53687.52,45.0,23.634501,-102.552788,Cuauhtémoc
63238.77,90.0,19.364245,-99.302638,Cuajimalpa de Morelos
99840.88,104.0,19.277282,-99.167204,Tlalpan
240250.36,115.0,19.400504,-99.156488,Benito Juárez
97390.96,76.0,19.42196,-99.174559,Cuauhtémoc
29158.34,44.0,,,Tláhuac
103502.59,68.0,23.634501,-102.552788,Benito Juárez
31448.11,60.0,19.441879,-99.167819,Miguel Hidalgo
72707.34,65.0,19.339253,-99.182544,Coyoacán
208687.95,88.0,,,Cuajimalpa de Morelos
177267.41,102.0,19.427607,-99.160835,Cuauhtémoc
79040.26,70.0,19.333946,-99.237631,Álvaro Obregón
36495.76,70.0,19.444569,-99.168699,Miguel Hidalgo
120125.18,120.0,19.367931,-99.170262,Benito Juárez
211097.19,290.0,19.385472,-99.256456,Cuajimalpa de Morelos
33118.72,65.0,19.403155,-99.074139,Iztacalco
34254.33,60.0,,,Iztapalapa
32334.74,89.0,19.501052,-99.093589,Gustavo A. Madero
305968.27,80.0,23.634501,-102.552788,Cuajimalpa de Morelos
128506.33,62.0,19.39912,-99.141464,Benito Juárez
59332.35,44.0,19.410553,-99.133858,Cuauhtémoc
236891.6,47.0,19.409369,-99.171906,Cuauhtémoc
77975.99,386.0,19.392185,-99.135357,Benito Juárez
25559.58,65.0,19.281996,-99.164753,Tlalpan
86862.09,60.0,19.348122,-99.125716,Coyoacán
59184.46,90.0,19.451496,-99.153453,Cuauhtémoc
86383.21,122.0,19.2990233,-99.0436467,Tláhuac
194939.99,60.0,19.445073,-99.189479,Miguel Hidalgo
142253.5,55.0,19.372684,-99.183678,Benito Juárez
16125.88,0.0,19.4217569,-99.1516569,Cuauhtémoc
39409.48,47.0,19.439562,-99.096468,Venustiano Carranza
90115.25,90.0,19.377171,-99.188503,Benito Juárez
104080.48,95.0,19.443178,-99.20237,Miguel Hidalgo
263432.41,111.0,19.418005,-99.146006,Cuauhtémoc
26870.1,66.0,19.361468,-99.083751,Iztapalapa
79048.46,652.0,19.370046,-99.146155,Benito Juárez
22976.83,55.0,19.281164,-99.20237,Tlalpan
211674.19,290.0,19.385472,-99.256456,Cuajimalpa de Morelos
120652.04,120.0,19.367931,-99.170262,Benito Juárez
353443.58,,19.3687151,-99.1743277,Benito Juárez
40028.02,80.0,19.365917,-99.196977,Álvaro Obregón
166489.28,115.0,19.380644,-99.179176,Benito Juárez
65624.33,42.0,19.410553,-99.133858,Cuauhtémoc
177267.41,102.0,19.427607,-99.160835,Cuauhtémoc
289775.66,120.0,19.399108,-99.181618,Miguel Hidalgo
149107.06,60.0,19.4306069,-99.0949899,Venustiano Carranza
172177.53,80.0,23.634501,-102.552788,Benito Juárez
33613.97,50.0,19.394525,-99.071784,Iztacalco
39514.86,70.0,19.386852,-99.194748,Álvaro Obregón
54267.07,75.0,19.472481,-99.182374,Azcapotzalco
87269.5,70.0,19.393846,-99.18766,Benito Juárez
106159.56,80.0,19.39867,-99.154329,Benito Juárez
27676.2,55.0,19.44365,-99.141269,Cuauhtémoc
31927.95,50.0,19.490331,-99.207579,Azcapotzalco
50052.15,63.0,19.298168,-99.113106,Tlalpan
47391.49,64.0,19.470215,-99.140075,Gustavo A. Madero
53225.96,96.0,19.389044,-99.179657,Benito Juárez
44203.95,50.0,19.410307,-99.065399,Iztacalco
217911.29,94.0,19.400004,-99.16735,Benito Juárez
26955.52,47.0,,,Iztapalapa
62380.79,58.0,19.441234,-99.136622,Cuauhtémoc
89567.02,81.0,19.457911,-99.144234,Cuauhtémoc
166489.28,85.0,19.380937,-99.179545,Benito Juárez
168849.64,63.0,19.370853,-99.137552,Benito Juárez
46100.67,91.0,19.3331432,-99.1103398,Coyoacán
47417.83,60.0,19.429437,-99.14346,Cuauhtémoc
195466.85,86.0,19.400004,-99.16735,Benito Juárez
340235.09,,19.384553,-99.2491233,Cuajimalpa de Morelos
203555.81,101.0,19.381729,-99.164986,Benito Juárez
244570.65,120.0,19.356062,-99.191978,Álvaro Obregón
152790.8,95.0,19.41498,-99.177444,Cuauhtémoc
62521.25,90.0,19.37335,-99.174777,Benito Juárez
208111.61,100.0,19.391074,-99.165737,Benito Juárez
108449.85,63.0,19.370501,-99.139389,Benito Juárez
46480.49,150.0,19.363542,-99.224084,Álvaro Obregón
20763.39,52.0,,,Cuauhtémoc
77633.56,,19.4066179,-99.136137,Cuauhtémoc
180187.77,120.0,19.365766,-99.263112,Álvaro Obregón
90199.26,70.0,19.336195,-99.23692,Álvaro Obregón
38777.25,47.0,19.337582,-99.101938,Iztapalapa
40041.72,65.0,19.365917,-99.196977,Álvaro Obregón
163064.66,65.0,19.446829,-99.159454,Cuauhtémoc
147557.13,80.0,19.3499358,-99.2906864,Cuajimalpa de Morelos
51627.48,70.0,19.320091,-99.122211,Coyoacán
93518.5,65.0,19.472155,-99.161186,Azcapotzalco
131716.2,97.0,19.364891,-99.148384,Benito Juárez
97774.15,570.0,19.397899,-99.166031,Benito Juárez
131716.2,60.0,19.3580697,-99.2740016,Cuajimalpa de Morelos
24399.11,67.0,19.5226965,-99.1559565,Gustavo A. Madero
46890.97,65.0,19.486255,-99.214043,Azcapotzalco
184402.69,90.0,19.432657,-99.177444,Miguel Hidalgo
46954.78,80.0,19.378533,-99.187561,Álvaro Obregón
42149.18,62.0,19.417186,-99.097597,Venustiano Carranza
67930.42,90.0,19.42078,-99.167909,Cuauhtémoc
151936.42,126.0,19.3918212288,-99.1599932313,Benito Juárez
29962.59,70.0,19.458968,-99.152898,Azcapotzalco
46890.97,80.0,19.363542,-99.224084,Álvaro Obregón
57217.52,60.0,19.403561,-99.156308,Benito Juárez
247685.19,106.0,19.400249,-99.177444,Miguel Hidalgo
175472.33,56.0,19.352905,-99.196136,Álvaro Obregón
206678.71,,19.3990351,-99.148108,Benito Juárez
82717.77,48.0,19.299735,-99.110083,Tlalpan
108270.72,60.0,19.375412,-99.144234,Benito Juárez
50431.5,653.0,19.446852,-99.154461,Cuauhtémoc
49051.11,56.0,19.450242,-99.194688,Miguel Hidalgo
37481.16,53.0,19.496639,-99.150459,Gustavo A. Madero
189716.32,94.0,19.3757192,-99.1717981,Benito Juárez
55333.92,65.0,19.457982,-99.19269,Miguel Hidalgo
60262.8,70.0,19.402944,-99.199727,Miguel Hidalgo
81664.04,90.0,19.348122,-99.125716,Coyoacán
90304.63,100.0,19.347807,-99.216337,Álvaro Obregón
42427.94,50.0,19.460786,-99.125137,Cuauhtémoc
120125.18,300.0,19.379827,-99.153139,Benito Juárez
35879.49,58.0,19.370822,-99.105239,Iztapalapa
50052.15,55.0,19.464025,-99.165779,Azcapotzalco
200208.63,,19.3797151,-99.1677132,Benito Juárez
151715.99,79.0,,,Tlalpan
156958.3,96.0,19.341894,-99.224525,Álvaro Obregón
232663.51,87.0,19.432657,-99.177444,Miguel Hidalgo
152790.8,135.0,19.369862,-99.268166,Álvaro Obregón
98810.58,75.0,19.284672,-99.220367,Tlalpan
46469.47,85.0,19.363542,-99.224084,Álvaro Obregón
63750.64,67.0,19.3653,-99.148217,Benito Juárez
30031.29,62.0,19.291981,-99.041115,Tláhuac
44920.81,51.0,19.38828,-99.195529,Álvaro Obregón
86953.31,80.0,19.387209,-99.222038,Álvaro Obregón
46943.65,63.0,19.498399,-99.176524,Azcapotzalco
47470.52,,19.2865119619,-99.0538434684,Tláhuac
27676.2,60.0,19.44365,-99.141269,Cuauhtémoc
216014.58,148.0,19.424267,-99.169505,Cuauhtémoc
74287.94,70.0,19.381386,-99.163546,Benito Juárez
44178.77,90.0,19.382649,-99.143384,Benito Juárez
147522.15,83.0,19.33923,-99.218987,Álvaro Obregón
285824.17,96.0,19.41498,-99.177444,Cuauhtémoc
179745.2,88.0,19.362511,-99.166374,Benito Juárez
179414.2,,19.2998307,-99.1111526,Tlalpan
33192.48,75.0,19.435303,-99.133876,Cuauhtémoc
44048.85,65.0,19.410215,-99.14595,Cuauhtémoc
332662.45,120.0,19.405298,-99.164986,Cuauhtémoc
64155.69,65.0,19.377369,-99.198052,Álvaro Obregón
115910.26,58.0,19.3850289,-99.1944048,Álvaro Obregón
225450.73,93.0,19.358585,-99.185753,Álvaro Obregón
102763.0,64.0,19.398135,-99.137113,Benito Juárez
25299.31,68.0,19.383948,-99.067884,Iztapalapa
35097.51,71.0,19.2811700298,-99.187091589,Tlalpan
55847.67,70.0,19.400623,-99.14173,Benito Juárez
147522.15,80.0,19.387245,-99.147388,Benito Juárez
187037.01,68.0,19.387512,-99.175569,Benito Juárez
104870.96,64.0,19.36986,-99.1389912,Benito Juárez
82491.5,70.0,19.3366,-99.176275,Coyoacán
25488.75,90.0,19.39527,-99.068478,Iztacalco
60589.45,65.0,19.346609,-99.072311,Iztapalapa
331924.84,110.0,19.436771,-99.179332,Miguel Hidalgo
106848.18,75.0,19.377171,-99.188503,Benito Juárez
53160.66,41.0,,,Gustavo A. Madero
239070.18,84.0,19.408949,-99.180214,Cuauhtémoc
67068.19,360.0,19.345617,-99.147029,Coyoacán
140525.38,61.0,19.364891,-99.148384,Benito Juárez
254378.56,118.0,19.381729,-99.164986,Benito Juárez
329895.6,140.0,19.3815906,-99.1653974,Benito Juárez
234510.45,108.0,19.3407354,-99.210839,Álvaro Obregón
87810.77,100.0,19.373136,-99.151223,Benito Juárez
305581.6,138.0,19.418954,-99.175285,Cuauhtémoc
57955.13,90.0,,,Benito Juárez
163366.83,80.0,19.3499358,-99.2906864,Cuajimalpa de Morelos
97891.48,105.0,19.387209,-99.222038,Álvaro Obregón
39514.86,,19.4797645,-99.0972461,Gustavo A. Madero
326814.25,106.0,19.3935239,-99.1764674,Benito Juárez
68460.71,90.0,19.504985,-99.208557,Azcapotzalco
67438.69,62.0,19.39365,-99.14769,Benito Juárez
184402.69,71.0,19.379487,-99.162386,Benito Juárez
123549.8,82.0,19.46202,-99.188347,Miguel Hidalgo
123813.23,10.0,19.387245,-99.147388,Benito Juárez
45837.24,70.0,19.365312,-99.199818,Azcapotzalco
60826.16,80.0,19.441809,-99.156423,Cuauhtémoc
201383.87,111.0,19.3641982,-99.2042772,Álvaro Obregón
62170.05,60.0,19.411112,-99.193066,Miguel Hidalgo
34246.21,85.0,19.428622,-99.14602,Cuauhtémoc
180187.77,110.0,19.371342,-99.253616,Álvaro Obregón
91411.04,107.0,19.39557,-99.132937,Benito Juárez
134756.21,73.0,19.364891,-99.148384,Benito Juárez
35636.08,65.0,19.474446,-99.088493,Gustavo A. Madero
93305.64,76.0,19.284672,-99.220367,Tlalpan
46890.97,65.0,19.485544,-99.21656,Azcapotzalco
247370.68,94.0,19.36418,-99.190162,Álvaro Obregón
73919.13,90.0,19.313878,-99.094271,Iztapalapa
76614.94,75.0,19.484532,-99.207027,Azcapotzalco
233717.24,114.0,19.376822,-99.174675,Benito Juárez
149919.38,,19.3445588,-99.1864442,Álvaro Obregón
142253.5,55.0,19.372684,-99.183678,Benito Juárez
28292.64,50.0,19.475237,-99.210828,Azcapotzalco
67664.12,54.0,19.4211791,-99.1412912,Cuauhtémoc
341882.59,111.0,19.361111,-99.194061,Álvaro Obregón
31980.69,,19.4254774983,-99.0599441528,Venustiano Carranza
100286.15,98.0,19.422564,-99.154225,Cuauhtémoc
74762.12,50.0,19.308287,-99.146309,Coyoacán
28081.89,70.0,19.413523,-99.096141,Venustiano Carranza
26870.1,70.0,19.448311,-99.157021,Cuauhtémoc
90972.01,80.0,19.421988,-99.168753,Cuauhtémoc
42412.61,69.0,19.396213,-99.142238,Benito Juárez
157295.49,,19.3885952,-99.1488336,Benito Juárez
35879.49,68.0,19.454459,-99.129125,Venustiano Carranza
32560.24,60.0,19.35282,-99.168727,Benito Juárez
57733.84,90.0,19.375412,-99.144234,Benito Juárez
26343.24,75.0,19.365467,-99.196621,Coyoacán
57968.87,65.0,19.3757,-99.196831,Álvaro Obregón
64962.43,83.0,23.634501,-102.552788,Iztapalapa
57955.13,65.0,19.377369,-99.198052,Álvaro Obregón
21074.59,,19.3668682,-99.0346907,Iztapalapa
129270.59,67.0,19.4702255,-99.1364305,Cuauhtémoc
59534.35,90.0,19.362547,-99.231102,Álvaro Obregón
61010.94,90.0,19.380951,-99.13662,Benito Juárez
49431.64,65.0,19.3182548,-99.0844132,Iztapalapa
85878.96,78.0,19.39365,-99.14769,Benito Juárez
269860.17,65.0,19.436024,-99.15461,Cuauhtémoc
108913.49,65.0,19.366901,-99.297272,Cuajimalpa de Morelos
151737.07,97.0,19.350054,-99.123847,Coyoacán
337193.49,150.0,19.395798,-99.167816,Benito Juárez
147522.15,117.0,19.405298,-99.164986,Cuauhtémoc
47417.83,60.0,19.485001,-99.144738,Gustavo A. Madero
172177.53,80.0,23.634501,-102.552788,Benito Juárez
42159.18,59.0,19.4557379025,-99.2047137022,Miguel Hidalgo
124372.07,,19.3833145,-99.1971532,Álvaro Obregón
86862.09,85.0,19.348122,-99.125716,Coyoacán
57955.13,65.0,19.378481,-99.197672,Álvaro Obregón
192351.27,85.0,19.368544,-99.163605,Benito Juárez
120915.48,130.0,19.494455,-99.127874,Gustavo A. Madero
52944.64,85.0,19.400785,-99.147419,Benito Juárez
118368.98,90.0,19.368544,-99.163605,Benito Juárez
77975.99,85.0,19.398671,-99.134129,Benito Juárez
57955.13,140.0,19.337753,-99.030333,Iztapalapa
31980.69,,19.4258012771,-99.0603733063,Venustiano Carranza
68070.93,65.0,19.400731,-99.125466,Iztacalco
30322.07,60.0,19.51119,-99.19437,Azcapotzalco
42939.48,,19.2734125255,-99.1889476776,Tlalpan
79029.72,75.0,19.393385,-99.21247,Benito Juárez
58671.66,70.0,19.410215,-99.14595,Cuauhtémoc
77449.13,67.0,19.395835,-99.135191,Benito Juárez
289775.66,54.0,23.634501,-102.552788,Miguel Hidalgo
72259.51,100.0,19.400007,-99.147221,Benito Juárez
77533.42,86.0,19.396705,-99.181902,Benito Juárez
99545.84,63.0,19.371249,-99.140513,Benito Juárez
59520.23,80.0,,,Álvaro Obregón
192305.66,85.0,,,Benito Juárez
46902.09,64.0,19.445186,-99.135618,Cuauhtémoc
55847.67,70.0,19.466385,-99.160928,Azcapotzalco
89988.51,95.0,19.314143,-99.134709,Coyoacán
105372.96,60.0,19.401128,-99.171551,Miguel Hidalgo
95257.16,45.0,19.396247,-99.190282,Álvaro Obregón
237145.4,64.0,19.436024,-99.15461,Cuauhtémoc
81683.41,516.0,19.348122,-99.125716,Coyoacán
120125.18,623.0,19.399818,-99.150869,Benito Juárez
242415.29,115.0,19.3668017,-99.1724994,Benito Juárez
84298.37,70.0,19.466822,-99.157379,Azcapotzalco
79029.72,65.0,19.409748,-99.13548,Cuauhtémoc
192305.66,85.0,19.368544,-99.163605,Benito Juárez
197574.31,97.0,19.400249,-99.177444,Miguel Hidalgo
258251.34,110.0,,,Álvaro Obregón
26955.52,51.0,,,Iztapalapa
97996.85,65.0,19.384467,-99.135872,Benito Juárez
59008.86,80.0,19.41947,-99.100507,Venustiano Carranza
242415.29,117.0,19.3916143,-99.1854946,Benito Juárez
39163.6,60.0,19.449518,-99.13769,Cuauhtémoc
65858.1,65.0,19.287428,-99.122283,Tlalpan
89567.02,64.0,19.410307,-99.065399,Iztacalco
84630.08,65.0,19.413992,-99.138695,Cuauhtémoc
44783.51,50.0,19.317698,-99.061256,Iztapalapa
225024.63,72.0,19.3720882,-99.1814146,Benito Juárez
92429.19,,19.4812002,-99.1961709,Azcapotzalco
155514.68,71.0,19.364891,-99.148384,Benito Juárez
74557.09,450.0,19.366753,-99.138046,Benito Juárez
197574.31,97.0,19.400249,-99.177444,Miguel Hidalgo
305739.66,68.0,19.41498,-99.177444,Cuauhtémoc
123813.23,70.0,19.39365,-99.14769,Benito Juárez
